Lon   Lat   clay silt sand orgC CN pH cellfraction 
-84.75 75.25 0.080 0.370 0.550 0.020 11.000 5.901 1.000 
138.25 49.25 0.270 0.300 0.430 0.014 11.000 7.600 0.406 
110.25 18.25 0.253 0.255 0.492 0.012 11.119 6.555 0.513 
100.75 48.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
28.75 15.25 0.230 0.280 0.490 0.007 10.000 8.000 0.495 
111.75 69.25 0.210 0.420 0.370 0.017 14.000 5.100 0.411 
-64.75 46.75 0.060 0.200 0.740 0.030 17.000 4.500 0.513 
72.75 18.75 0.271 0.261 0.468 0.008 10.464 6.560 0.461 
18.25 -32.75 0.050 0.100 0.850 0.004 17.000 5.600 0.600 
68.25 30.75 0.180 0.280 0.540 0.004 14.000 8.100 0.383 
-80.25 50.75 0.410 0.330 0.260 0.307 21.000 4.400 0.547 
56.75 27.75 0.190 0.260 0.550 0.007 10.000 7.900 0.552 
166.25 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.454 
66.75 60.25 0.410 0.330 0.260 0.307 21.000 4.400 0.917 
81.75 37.75 0.060 0.060 0.880 0.002 12.000 5.900 0.667 
49.75 36.75 0.270 0.300 0.430 0.014 11.000 7.600 0.310 
94.75 35.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
127.25 68.25 0.270 0.300 0.430 0.014 11.000 7.600 0.382 
45.75 32.75 0.270 0.330 0.400 0.005 10.000 8.200 0.501 
42.75 55.25 0.100 0.400 0.500 0.011 11.000 5.500 0.889 
-129.25 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.324 
123.75 8.75 0.272 0.253 0.475 0.017 10.551 6.047 0.384 
51.75 22.75 0.060 0.060 0.880 0.002 12.000 5.900 0.364 
78.25 56.25 0.340 0.310 0.350 0.018 12.000 6.400 0.584 
107.25 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.583 
-54.75 -8.75 0.390 0.170 0.440 0.013 12.000 4.900 0.370 
139.25 -17.75 0.170 0.220 0.610 0.005 12.000 6.200 0.397 
83.25 29.75 0.280 0.280 0.440 0.026 13.000 5.100 0.280 
-6.25 34.75 0.530 0.240 0.230 0.012 12.000 6.800 0.356 
48.25 -22.25 0.382 0.175 0.443 0.013 11.931 5.020 0.490 
-120.75 66.75 0.160 0.517 0.324 0.223 14.666 5.228 0.559 
113.75 28.75 0.220 0.190 0.590 0.008 11.000 5.100 0.535 
70.75 26.75 0.190 0.260 0.550 0.007 10.000 7.900 0.308 
80.25 67.25 0.220 0.270 0.510 0.011 10.000 5.000 0.324 
47.75 16.75 0.180 0.280 0.540 0.004 14.000 8.100 0.562 
5.25 26.25 0.170 0.270 0.560 0.004 9.000 8.000 0.635 
-72.25 -45.25 0.200 0.430 0.370 0.071 12.000 5.400 0.466 
63.25 68.75 0.060 0.200 0.740 0.030 17.000 4.500 0.352 
-115.25 68.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
12.25 64.25 0.060 0.200 0.740 0.030 17.000 4.500 0.376 
105.75 60.25 0.210 0.420 0.370 0.017 14.000 5.100 0.628 
-141.75 66.75 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
-83.75 38.75 0.200 0.220 0.580 0.008 11.000 6.200 0.495 
-52.25 3.25 0.390 0.170 0.440 0.013 12.000 4.900 0.802 
53.75 44.25 0.290 0.330 0.380 0.005 10.000 8.200 0.556 
148.25 64.25 0.270 0.300 0.430 0.014 11.000 7.600 0.369 
104.25 29.75 0.320 0.280 0.400 0.011 10.000 6.700 0.413 
102.75 44.25 0.180 0.120 0.700 0.004 11.000 7.300 0.681 
106.25 51.75 0.270 0.300 0.430 0.014 11.000 7.600 0.274 
39.75 6.75 0.280 0.200 0.520 0.008 10.000 6.200 0.424 
-99.75 32.75 0.210 0.210 0.580 0.005 10.000 8.000 0.438 
-110.25 50.25 0.320 0.400 0.280 0.014 10.000 7.400 0.958 
-146.75 70.25 0.200 0.479 0.322 0.031 16.947 6.300 0.574 
100.25 4.75 0.253 0.229 0.518 0.025 11.473 5.288 0.473 
144.25 62.75 0.210 0.420 0.370 0.017 14.000 5.100 0.349 
-84.75 13.25 0.360 0.250 0.390 0.022 13.000 5.000 0.319 
14.25 25.75 0.060 0.060 0.880 0.002 12.000 5.900 0.584 
-72.75 -49.75 0.240 0.310 0.450 0.010 11.000 6.600 0.378 
-85.25 49.75 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
53.75 58.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
-99.25 47.25 0.280 0.480 0.240 0.022 11.000 7.000 0.739 
-110.25 46.75 0.130 0.290 0.580 0.006 11.000 6.200 0.446 
132.25 -2.75 0.270 0.240 0.490 0.008 10.000 6.400 0.400 
-111.75 39.25 0.190 0.260 0.550 0.007 10.000 7.900 0.425 
98.25 28.25 0.270 0.300 0.430 0.014 11.000 7.600 0.359 
-111.25 60.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-73.25 -3.75 0.350 0.110 0.540 0.010 13.000 4.500 0.375 
166.75 62.75 0.200 0.480 0.320 0.031 17.000 6.300 0.500 
76.75 70.25 0.200 0.480 0.320 0.031 17.000 6.300 0.500 
-102.25 24.25 0.280 0.310 0.410 0.006 11.000 7.800 0.478 
144.25 -14.75 0.350 0.110 0.540 0.010 13.000 4.500 0.296 
6.25 16.75 0.130 0.190 0.680 0.006 11.000 6.500 0.624 
134.75 -19.75 0.180 0.200 0.620 0.004 12.000 7.900 0.376 
-155.75 19.25 0.270 0.300 0.430 0.014 11.000 7.600 0.278 
30.25 3.75 0.390 0.170 0.440 0.013 12.000 4.900 0.672 
69.25 28.25 0.170 0.270 0.560 0.004 9.000 8.000 0.575 
68.75 71.75 0.400 0.350 0.250 0.384 15.000 5.900 0.717 
46.25 63.25 0.050 0.150 0.800 0.018 19.000 4.700 0.537 
-106.75 65.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
49.75 18.25 0.180 0.280 0.540 0.004 14.000 8.100 0.670 
-92.25 81.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
12.25 -2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.335 
-63.25 65.25 0.088 0.366 0.546 0.020 11.035 5.949 0.600 
134.75 -17.25 0.270 0.300 0.430 0.014 11.000 7.600 0.358 
-98.75 51.75 0.130 0.290 0.580 0.006 11.000 6.200 0.398 
95.25 15.75 0.430 0.330 0.240 0.030 13.000 4.800 0.900 
-150.75 61.25 0.060 0.200 0.740 0.030 17.000 4.500 0.599 
-78.25 38.75 0.220 0.190 0.590 0.008 11.000 5.100 0.718 
-118.25 33.25 0.271 0.254 0.475 0.009 10.134 6.487 0.518 
35.75 57.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
87.25 29.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
71.75 54.75 0.280 0.480 0.240 0.022 11.000 7.000 0.401 
-83.75 14.25 0.250 0.240 0.510 0.009 11.000 4.800 0.349 
-124.25 42.75 0.360 0.250 0.390 0.022 13.000 5.000 0.600 
-57.25 -2.25 0.350 0.110 0.540 0.010 13.000 4.500 0.356 
-144.75 65.25 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
-84.75 47.25 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
129.25 -27.75 0.170 0.240 0.590 0.010 13.000 5.200 0.906 
-112.75 47.25 0.130 0.290 0.580 0.006 11.000 6.200 0.603 
-68.75 -55.25 0.245 0.277 0.478 0.021 12.425 7.196 0.397 
-103.25 58.75 0.060 0.200 0.740 0.030 17.000 4.500 0.400 
-117.75 50.25 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
100.25 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-128.75 53.75 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
-116.75 46.75 0.200 0.220 0.580 0.008 11.000 6.200 0.344 
153.25 61.25 0.270 0.300 0.430 0.014 11.000 7.600 0.360 
14.75 52.25 0.190 0.380 0.430 0.006 10.000 8.100 0.411 
58.75 46.75 0.180 0.120 0.700 0.004 11.000 7.300 0.549 
-66.75 -6.25 0.350 0.110 0.540 0.010 13.000 4.500 0.498 
-40.25 -14.75 0.390 0.170 0.440 0.013 12.000 4.900 0.722 
43.75 54.25 0.300 0.370 0.330 0.018 11.000 7.000 0.412 
-21.75 80.75 0.190 0.380 0.430 0.006 10.000 8.100 0.262 
105.25 -3.75 0.410 0.330 0.260 0.307 21.000 4.400 0.365 
31.25 -21.75 0.530 0.240 0.230 0.012 12.000 6.800 0.468 
-116.75 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-66.75 -23.75 0.180 0.200 0.620 0.004 12.000 7.900 0.414 
46.25 40.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-72.75 -35.75 0.273 0.252 0.474 0.010 10.209 6.546 0.497 
146.75 -31.75 0.180 0.200 0.620 0.004 12.000 7.900 0.462 
32.75 -12.75 0.390 0.170 0.440 0.013 12.000 4.900 0.390 
-162.25 64.75 0.320 0.300 0.380 0.014 11.000 4.900 0.495 
-122.75 48.75 0.280 0.280 0.440 0.026 13.000 5.100 0.370 
103.75 72.75 0.200 0.480 0.320 0.031 17.000 6.300 0.667 
-87.25 70.75 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
25.75 66.75 0.410 0.330 0.260 0.307 21.000 4.400 0.436 
104.25 41.75 0.170 0.270 0.560 0.004 9.000 8.000 0.900 
-101.25 76.75 0.137 0.349 0.514 0.018 11.000 6.413 0.598 
-23.25 70.25 0.180 0.200 0.620 0.004 12.000 7.900 0.304 
18.25 21.75 0.270 0.300 0.430 0.014 11.000 7.600 0.447 
57.25 66.75 0.210 0.610 0.180 0.353 17.000 4.800 0.413 
-63.75 49.75 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
86.25 34.25 0.270 0.300 0.430 0.014 11.000 7.600 0.521 
42.25 57.75 0.100 0.400 0.500 0.011 11.000 5.500 0.985 
-99.25 64.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
108.25 30.25 0.220 0.190 0.590 0.008 11.000 5.100 0.410 
29.25 -7.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
84.25 48.25 0.180 0.120 0.700 0.004 11.000 7.300 0.512 
83.25 60.75 0.240 0.330 0.430 0.014 12.000 5.100 0.600 
117.25 44.25 0.320 0.400 0.280 0.014 10.000 7.400 0.931 
-105.75 42.25 0.230 0.400 0.370 0.013 9.000 7.200 0.479 
-93.25 55.25 0.130 0.290 0.580 0.006 11.000 6.200 0.500 
-72.75 3.75 0.390 0.170 0.440 0.013 12.000 4.900 0.402 
-64.25 -7.25 0.350 0.110 0.540 0.010 13.000 4.500 0.294 
-90.75 -0.75 0.125 0.308 0.567 0.028 10.971 6.066 0.448 
14.25 -13.75 0.220 0.190 0.590 0.008 11.000 5.100 0.298 
120.75 -30.75 0.180 0.200 0.620 0.004 12.000 7.900 0.395 
-105.75 28.25 0.180 0.200 0.620 0.004 12.000 7.900 0.336 
115.25 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.390 
21.75 -7.75 0.390 0.170 0.440 0.013 12.000 4.900 0.293 
-103.25 31.75 0.210 0.210 0.580 0.005 10.000 8.000 0.392 
-52.25 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
18.25 -25.75 0.280 0.310 0.410 0.006 11.000 7.800 0.444 
140.25 -5.25 0.260 0.190 0.550 0.009 13.000 5.300 0.481 
92.25 67.25 0.270 0.300 0.430 0.014 11.000 7.600 0.386 
38.25 52.25 0.300 0.370 0.330 0.018 11.000 7.000 0.598 
111.75 56.75 0.270 0.300 0.430 0.014 11.000 7.600 0.272 
81.25 40.75 0.270 0.330 0.400 0.005 10.000 8.200 0.555 
16.25 -24.25 0.280 0.310 0.410 0.006 11.000 7.800 0.444 
75.25 72.75 0.200 0.480 0.320 0.031 17.000 6.300 0.599 
141.75 65.75 0.270 0.300 0.430 0.014 11.000 7.600 0.360 
-68.75 50.75 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
51.75 53.75 0.300 0.370 0.330 0.018 11.000 7.000 0.456 
-43.25 -21.25 0.390 0.170 0.440 0.013 12.000 4.900 0.437 
38.25 29.75 0.180 0.280 0.540 0.004 14.000 8.100 0.505 
148.75 70.75 0.220 0.270 0.510 0.011 10.000 5.000 0.338 
114.75 2.75 0.220 0.190 0.590 0.008 11.000 5.100 0.396 
99.75 65.75 0.270 0.300 0.430 0.014 11.000 7.600 0.343 
-86.75 30.25 0.222 0.194 0.584 0.023 14.176 5.212 0.532 
63.25 45.75 0.180 0.280 0.540 0.004 14.000 8.100 0.432 
157.75 52.75 0.270 0.300 0.430 0.014 11.000 7.600 0.482 
96.25 66.75 0.270 0.300 0.430 0.014 11.000 7.600 0.346 
-51.75 64.25 0.220 0.410 0.370 0.005 9.000 7.900 0.500 
-104.25 22.25 0.090 0.320 0.590 0.031 11.000 5.900 0.376 
80.75 30.75 0.270 0.300 0.430 0.014 11.000 7.600 0.435 
61.25 29.75 0.180 0.280 0.540 0.004 14.000 8.100 0.344 
98.75 8.75 0.220 0.190 0.590 0.008 11.000 5.100 0.499 
-141.75 69.25 0.210 0.420 0.370 0.017 14.000 5.100 0.320 
36.75 -8.75 0.320 0.280 0.400 0.011 10.000 6.700 0.434 
69.25 29.75 0.180 0.280 0.540 0.004 14.000 8.100 0.363 
35.25 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
-60.75 54.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-98.25 33.75 0.230 0.400 0.370 0.013 9.000 7.200 0.700 
-51.75 -14.75 0.250 0.240 0.510 0.009 11.000 4.800 0.582 
-87.25 75.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-81.25 81.25 0.168 0.418 0.414 0.021 11.000 6.383 0.867 
36.25 29.25 0.050 0.060 0.890 0.004 11.000 6.400 0.428 
-61.75 -10.25 0.390 0.170 0.440 0.013 12.000 4.900 0.522 
21.25 16.25 0.170 0.240 0.590 0.010 13.000 5.200 0.459 
47.75 -21.25 0.390 0.170 0.440 0.013 12.000 4.900 0.573 
20.75 14.25 0.260 0.250 0.490 0.007 11.000 7.800 0.413 
58.25 30.25 0.170 0.270 0.560 0.004 9.000 8.000 0.486 
140.75 -35.25 0.280 0.310 0.410 0.006 11.000 7.800 0.330 
17.75 5.75 0.390 0.170 0.440 0.013 12.000 4.900 0.519 
147.75 -33.75 0.210 0.210 0.580 0.005 10.000 8.000 0.373 
115.25 26.25 0.220 0.190 0.590 0.008 11.000 5.100 0.595 
-58.75 1.25 0.390 0.170 0.440 0.013 12.000 4.900 0.558 
19.75 11.75 0.190 0.160 0.650 0.007 12.000 6.200 0.600 
137.25 -21.75 0.540 0.290 0.170 0.008 11.000 7.900 0.374 
52.75 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.554 
-116.25 72.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
142.25 -4.75 0.240 0.330 0.430 0.014 12.000 5.100 0.326 
63.75 65.25 0.320 0.300 0.380 0.014 11.000 4.900 0.482 
-64.25 -27.25 0.230 0.280 0.490 0.007 10.000 8.000 0.465 
144.75 -19.25 0.270 0.240 0.490 0.008 10.000 6.400 0.471 
-74.25 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.968 
131.25 -8.25 0.268 0.282 0.450 0.026 10.765 6.654 0.391 
127.25 -27.25 0.060 0.050 0.890 0.004 13.000 5.600 0.519 
113.25 27.75 0.530 0.240 0.230 0.012 12.000 6.800 0.470 
105.75 20.75 0.290 0.300 0.410 0.010 11.000 6.200 0.379 
84.75 37.25 0.170 0.270 0.560 0.004 9.000 8.000 0.470 
75.25 47.75 0.180 0.120 0.700 0.004 11.000 7.300 0.391 
10.25 61.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
47.25 -14.75 0.246 0.216 0.538 0.008 10.402 6.759 0.381 
82.25 31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-86.75 79.25 0.080 0.370 0.550 0.020 11.000 5.901 1.000 
105.75 59.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
69.25 54.75 0.280 0.480 0.240 0.022 11.000 7.000 0.623 
0.25 46.25 0.230 0.270 0.500 0.008 11.000 6.200 0.514 
27.75 9.25 0.170 0.240 0.590 0.010 13.000 5.200 0.381 
130.25 51.25 0.400 0.350 0.250 0.384 15.000 5.900 0.514 
70.75 64.75 0.410 0.330 0.260 0.307 21.000 4.400 0.389 
-93.75 50.25 0.130 0.290 0.580 0.006 11.000 6.200 0.589 
136.75 -25.75 0.170 0.240 0.590 0.010 13.000 5.200 1.000 
92.75 34.75 0.410 0.330 0.260 0.307 21.000 4.400 0.409 
85.75 30.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-111.25 52.25 0.320 0.400 0.280 0.014 10.000 7.400 0.458 
-60.75 6.75 0.390 0.170 0.440 0.013 12.000 4.900 0.323 
20.25 -21.25 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
55.25 52.75 0.280 0.480 0.240 0.022 11.000 7.000 0.726 
105.75 12.25 0.290 0.300 0.410 0.010 11.000 6.200 0.423 
-117.25 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-20.75 76.75 0.172 0.324 0.504 0.019 13.505 6.206 0.481 
30.75 55.75 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
116.75 54.25 0.270 0.300 0.430 0.014 11.000 7.600 0.479 
108.25 60.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
99.75 39.25 0.170 0.270 0.560 0.004 9.000 8.000 0.510 
21.75 13.25 0.270 0.300 0.430 0.014 11.000 7.600 0.333 
-56.75 -2.25 0.320 0.300 0.380 0.014 11.000 4.900 0.304 
-98.25 36.25 0.230 0.400 0.370 0.013 9.000 7.200 0.788 
121.25 29.75 0.260 0.190 0.550 0.009 13.000 5.300 0.388 
28.25 8.25 0.530 0.240 0.230 0.012 12.000 6.800 0.410 
75.75 13.25 0.280 0.200 0.520 0.008 10.000 6.200 0.560 
116.75 41.25 0.270 0.300 0.430 0.014 11.000 7.600 0.343 
172.75 69.25 0.200 0.480 0.320 0.031 17.000 6.300 0.395 
27.25 -22.75 0.270 0.300 0.430 0.014 11.000 7.600 0.299 
-22.25 73.75 0.270 0.300 0.430 0.014 11.000 7.600 0.459 
122.25 -5.25 0.247 0.281 0.472 0.013 10.168 6.797 0.408 
-76.75 44.75 0.060 0.200 0.740 0.030 17.000 4.500 0.505 
-1.75 30.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
27.25 63.25 0.060 0.200 0.740 0.030 17.000 4.500 0.582 
40.75 32.25 0.180 0.280 0.540 0.004 14.000 8.100 0.600 
126.25 -23.75 0.170 0.240 0.590 0.010 13.000 5.200 0.516 
-56.25 -28.25 0.280 0.200 0.520 0.008 10.000 6.200 0.500 
-107.25 65.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-122.25 55.75 0.240 0.310 0.450 0.010 11.000 6.600 0.383 
109.75 45.75 0.230 0.400 0.370 0.013 9.000 7.200 0.642 
142.75 64.75 0.270 0.300 0.430 0.014 11.000 7.600 0.356 
42.25 56.25 0.100 0.400 0.500 0.011 11.000 5.500 0.889 
70.25 59.25 0.100 0.400 0.500 0.011 11.000 5.500 0.444 
35.25 -21.25 0.063 0.069 0.868 0.004 12.522 5.898 0.502 
-138.25 60.25 0.229 0.278 0.493 0.011 11.043 7.035 0.426 
69.25 46.25 0.260 0.250 0.490 0.007 11.000 7.800 0.477 
16.25 8.25 0.370 0.240 0.390 0.010 10.000 5.490 0.549 
30.75 13.25 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
101.25 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.545 
-15.25 23.75 0.170 0.270 0.560 0.004 9.000 8.000 0.606 
3.25 20.75 0.130 0.190 0.680 0.006 11.000 6.500 0.500 
-5.25 37.25 0.530 0.240 0.230 0.012 12.000 6.800 0.576 
126.25 49.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-107.25 63.75 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
-117.25 53.25 0.130 0.290 0.580 0.006 11.000 6.200 0.535 
-91.75 75.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
82.75 27.75 0.230 0.320 0.450 0.009 11.000 7.000 0.299 
86.25 64.25 0.410 0.330 0.260 0.307 21.000 4.400 0.690 
-65.75 -26.75 0.240 0.310 0.450 0.010 11.000 6.600 0.603 
84.75 45.25 0.170 0.270 0.560 0.004 9.000 8.000 1.000 
-50.75 65.25 0.269 0.313 0.418 0.015 11.060 7.516 0.450 
48.25 23.25 0.180 0.280 0.540 0.004 14.000 8.100 0.456 
-82.25 75.25 0.089 0.375 0.535 0.020 11.000 5.951 0.981 
19.25 15.25 0.050 0.060 0.890 0.004 11.000 6.400 0.550 
149.75 65.75 0.210 0.420 0.370 0.017 14.000 5.100 0.493 
36.25 53.75 0.100 0.400 0.500 0.011 11.000 5.500 0.500 
178.75 66.25 0.200 0.480 0.320 0.031 17.000 6.300 0.473 
25.25 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.515 
-130.75 66.75 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
62.75 42.75 0.060 0.060 0.880 0.002 12.000 5.900 0.893 
-2.75 37.25 0.240 0.310 0.450 0.010 11.000 6.600 0.554 
-94.75 44.25 0.320 0.330 0.350 0.018 11.000 6.400 0.700 
-171.25 65.25 0.215 0.453 0.332 0.029 16.090 6.198 0.681 
-68.75 -38.75 0.130 0.190 0.680 0.006 11.000 6.500 0.434 
32.25 13.75 0.130 0.190 0.680 0.006 11.000 6.500 0.620 
99.25 21.75 0.220 0.190 0.590 0.008 11.000 5.100 0.707 
-128.25 58.75 0.240 0.310 0.450 0.010 11.000 6.600 0.367 
54.75 55.75 0.100 0.400 0.500 0.011 11.000 5.500 0.456 
22.75 4.25 0.390 0.170 0.440 0.013 12.000 4.900 0.685 
-61.25 -15.75 0.190 0.160 0.650 0.007 12.000 6.200 0.439 
12.75 -19.75 0.203 0.369 0.428 0.005 9.402 7.650 0.655 
122.25 42.25 0.340 0.310 0.350 0.018 12.000 6.400 0.473 
-87.75 40.25 0.310 0.360 0.330 0.018 11.000 6.200 0.499 
117.25 -35.25 0.089 0.138 0.773 0.020 18.412 5.179 0.412 
94.25 61.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
113.25 40.75 0.320 0.400 0.280 0.014 10.000 7.400 0.774 
-65.25 -21.75 0.270 0.300 0.430 0.014 11.000 7.600 0.520 
83.75 48.75 0.230 0.400 0.370 0.013 9.000 7.200 0.687 
108.25 33.25 0.270 0.300 0.430 0.014 11.000 7.600 0.305 
135.75 35.75 0.231 0.264 0.505 0.011 11.465 5.222 0.352 
11.75 51.25 0.280 0.480 0.240 0.022 11.000 7.000 0.331 
26.75 63.75 0.060 0.200 0.740 0.030 17.000 4.500 0.517 
-58.75 -36.75 0.280 0.410 0.310 0.012 11.000 7.500 0.600 
-47.25 -11.75 0.540 0.200 0.260 0.014 13.000 4.900 0.500 
177.75 63.25 0.200 0.480 0.320 0.031 17.000 6.300 0.335 
-125.25 64.25 0.230 0.320 0.450 0.009 11.000 7.000 0.400 
132.25 65.75 0.270 0.300 0.430 0.014 11.000 7.600 0.403 
-80.75 42.75 0.130 0.290 0.580 0.006 11.000 6.200 0.859 
95.25 37.25 0.270 0.330 0.400 0.005 10.000 8.200 0.723 
80.25 62.25 0.410 0.330 0.260 0.307 21.000 4.400 0.606 
-68.25 51.75 0.060 0.200 0.740 0.030 17.000 4.500 0.717 
-152.25 67.25 0.200 0.480 0.320 0.031 17.000 6.300 0.500 
16.25 3.25 0.390 0.170 0.440 0.013 12.000 4.900 0.680 
4.25 44.75 0.240 0.330 0.430 0.014 12.000 5.100 0.448 
-68.75 52.25 0.060 0.200 0.740 0.030 17.000 4.500 0.975 
-72.75 57.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
55.75 52.25 0.280 0.480 0.240 0.022 11.000 7.000 0.704 
2.75 21.75 0.130 0.190 0.680 0.006 11.000 6.500 0.441 
143.25 -32.25 0.260 0.250 0.490 0.007 11.000 7.800 0.674 
-124.25 60.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-128.25 64.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
41.75 30.25 0.180 0.280 0.540 0.004 14.000 8.100 0.438 
108.75 34.75 0.320 0.280 0.400 0.011 10.000 6.700 0.610 
-120.25 64.25 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
-89.75 32.25 0.220 0.190 0.590 0.008 11.000 5.100 0.436 
-152.25 66.25 0.320 0.300 0.380 0.014 11.000 4.900 0.526 
-65.25 -19.75 0.270 0.300 0.430 0.014 11.000 7.600 0.769 
66.25 26.75 0.180 0.280 0.540 0.004 14.000 8.100 0.333 
35.25 15.25 0.540 0.290 0.170 0.008 11.000 7.900 0.500 
36.25 -10.75 0.260 0.190 0.550 0.009 13.000 5.300 0.564 
32.25 28.75 0.130 0.190 0.680 0.006 11.000 6.500 0.418 
-137.25 64.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
153.25 64.75 0.210 0.420 0.370 0.017 14.000 5.100 0.482 
4.75 31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
86.75 65.75 0.320 0.300 0.380 0.014 11.000 4.900 0.333 
-72.25 71.75 0.081 0.370 0.550 0.020 11.002 5.905 0.630 
23.75 -20.75 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
-96.75 40.75 0.310 0.360 0.330 0.018 11.000 6.200 0.700 
147.25 70.25 0.220 0.270 0.510 0.011 10.000 5.000 0.333 
106.25 39.25 0.270 0.300 0.430 0.014 11.000 7.600 0.429 
43.25 63.75 0.050 0.150 0.800 0.018 19.000 4.700 0.500 
24.25 27.25 0.180 0.280 0.540 0.004 14.000 8.100 0.500 
-112.25 25.75 0.174 0.270 0.556 0.004 9.070 7.961 0.520 
-129.25 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.400 
133.25 -17.75 0.180 0.200 0.620 0.004 12.000 7.900 0.287 
-80.75 9.25 0.350 0.255 0.395 0.038 12.953 5.089 0.360 
110.25 -6.75 0.341 0.245 0.414 0.020 10.682 6.447 0.489 
108.25 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.336 
53.75 50.25 0.320 0.400 0.280 0.014 10.000 7.400 0.623 
-103.75 76.25 0.080 0.370 0.550 0.020 11.000 5.900 0.615 
121.25 -0.75 0.289 0.231 0.480 0.013 11.306 5.579 0.424 
146.25 75.25 0.198 0.478 0.325 0.031 16.871 6.291 0.694 
48.75 47.75 0.060 0.060 0.880 0.002 12.000 5.900 0.694 
29.25 12.25 0.540 0.290 0.170 0.008 11.000 7.900 0.459 
83.75 25.75 0.240 0.310 0.450 0.010 11.000 6.600 0.427 
18.25 -10.25 0.390 0.170 0.440 0.013 12.000 4.900 0.484 
88.75 42.25 0.220 0.410 0.370 0.005 9.000 7.900 0.422 
70.75 67.75 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
-121.75 54.25 0.130 0.290 0.580 0.006 11.000 6.200 0.600 
-118.75 59.25 0.210 0.610 0.180 0.353 17.000 4.800 0.528 
128.75 -14.75 0.192 0.237 0.571 0.008 11.903 6.023 0.431 
75.75 61.25 0.040 0.100 0.860 0.033 23.000 4.400 0.336 
87.25 74.75 0.200 0.480 0.320 0.031 17.000 6.300 0.606 
21.75 -5.25 0.370 0.240 0.390 0.010 10.000 5.490 0.512 
-58.75 6.75 0.390 0.170 0.440 0.013 12.000 4.900 0.364 
21.25 8.75 0.260 0.190 0.550 0.009 13.000 5.300 0.427 
