Year,Scenario,RCMIP_total,RCMIP_agri,RCMIP_nonagri,Our_agri,New_total,Period
1914,SSP4-6.0,1.621623,1.380529,0.241094,1.380529,1.621623,pre-inventory
1915,SSP4-6.0,1.656958,1.412406,0.244552,1.412406,1.656958,pre-inventory
1916,SSP4-6.0,1.693364,1.443675,0.249689,1.443675,1.693364,pre-inventory
1917,SSP4-6.0,1.728659,1.476542,0.252116,1.476542,1.728659,pre-inventory
1918,SSP4-6.0,1.761607,1.506138,0.25547,1.506138,1.761607,pre-inventory
1919,SSP4-6.0,1.79147,1.53294,0.25853,1.53294,1.79147,pre-inventory
1920,SSP4-6.0,1.818808,1.556377,0.262431,1.556377,1.818808,pre-inventory
1921,SSP4-6.0,1.843607,1.576792,0.266815,1.576792,1.843607,pre-inventory
1922,SSP4-6.0,1.867742,1.598084,0.269658,1.598084,1.867742,pre-inventory
1923,SSP4-6.0,1.893417,1.618957,0.27446,1.618957,1.893417,pre-inventory
1924,SSP4-6.0,1.920281,1.642291,0.27799,1.642291,1.920281,pre-inventory
1925,SSP4-6.0,1.944747,1.66233,0.282417,1.66233,1.944747,pre-inventory
1926,SSP4-6.0,1.968033,1.682936,0.285097,1.682936,1.968033,pre-inventory
1927,SSP4-6.0,1.990269,1.700611,0.289658,1.700611,1.990269,pre-inventory
1928,SSP4-6.0,2.010725,1.717144,0.293581,1.717144,2.010725,pre-inventory
1929,SSP4-6.0,2.028075,1.731912,0.296162,1.731912,2.028075,pre-inventory
1930,SSP4-6.0,2.043068,1.742334,0.300733,1.742334,2.043068,pre-inventory
1931,SSP4-6.0,2.053984,1.750697,0.303287,1.750697,2.053984,pre-inventory
1932,SSP4-6.0,2.064649,1.755452,0.309197,1.755452,2.064649,pre-inventory
1933,SSP4-6.0,2.07356,1.758047,0.315513,1.758047,2.07356,pre-inventory
1934,SSP4-6.0,2.083435,1.75784,0.325594,1.75784,2.083435,pre-inventory
1935,SSP4-6.0,2.093473,1.756532,0.336941,1.756532,2.093473,pre-inventory
1936,SSP4-6.0,2.103273,1.756404,0.346869,1.756404,2.103273,pre-inventory
1937,SSP4-6.0,2.115584,1.756268,0.359315,1.756268,2.115584,pre-inventory
1938,SSP4-6.0,2.129098,1.758643,0.370454,1.758643,2.129098,pre-inventory
1939,SSP4-6.0,2.147484,1.764251,0.383233,1.764251,2.147484,pre-inventory
1940,SSP4-6.0,2.167532,1.771817,0.395715,1.771817,2.167532,pre-inventory
1941,SSP4-6.0,2.24212,1.832546,0.409574,1.832546,2.24212,pre-inventory
1942,SSP4-6.0,2.403564,1.973902,0.429662,1.973902,2.403564,pre-inventory
1943,SSP4-6.0,2.636053,2.179616,0.456437,2.179616,2.636053,pre-inventory
1944,SSP4-6.0,2.912497,2.430879,0.481618,2.430879,2.912497,pre-inventory
1945,SSP4-6.0,3.215873,2.703676,0.512197,2.703676,3.215873,pre-inventory
1946,SSP4-6.0,3.522872,2.980032,0.54284,2.980032,3.522872,pre-inventory
1947,SSP4-6.0,3.815764,3.238734,0.577029,3.238734,3.815764,pre-inventory
1948,SSP4-6.0,4.068702,3.461908,0.606794,3.461908,4.068702,pre-inventory
1949,SSP4-6.0,4.264104,3.628919,0.635185,3.628919,4.264104,pre-inventory
1950,SSP4-6.0,4.378499,3.718148,0.66035,3.718148,4.378499,pre-inventory
1951,SSP4-6.0,4.44758,3.758339,0.689241,3.758339,4.44758,pre-inventory
1952,SSP4-6.0,4.514631,3.791693,0.722938,3.791693,4.514631,pre-inventory
1953,SSP4-6.0,4.585339,3.817763,0.767575,3.817763,4.585339,pre-inventory
1954,SSP4-6.0,4.658919,3.843738,0.81518,3.843738,4.658919,pre-inventory
1955,SSP4-6.0,4.738574,3.867767,0.870807,3.867767,4.738574,pre-inventory
1956,SSP4-6.0,4.819785,3.895597,0.924188,3.895597,4.819785,pre-inventory
1957,SSP4-6.0,4.906312,3.922005,0.984307,3.922005,4.906312,pre-inventory
1958,SSP4-6.0,5.002815,3.957337,1.045478,3.957337,5.002815,pre-inventory
1959,SSP4-6.0,5.106722,4.003444,1.103278,4.003444,5.106722,pre-inventory
1960,SSP4-6.0,5.222367,4.057507,1.16486,4.057507,5.222367,pre-inventory
1961,SSP4-6.0,5.570292,4.340348,1.229945,4.340348,5.570292,pre-inventory
1962,SSP4-6.0,5.779895,4.475612,1.304283,4.475612,5.779895,pre-inventory
1963,SSP4-6.0,5.976277,4.587625,1.388652,4.587625,5.976277,pre-inventory
1964,SSP4-6.0,6.199344,4.720826,1.478518,4.720826,6.199344,pre-inventory
1965,SSP4-6.0,6.46556,4.894107,1.571453,4.894107,6.46556,pre-inventory
1966,SSP4-6.0,6.773508,5.106725,1.666782,5.106725,6.773508,pre-inventory
1967,SSP4-6.0,7.041514,5.281761,1.759753,5.281761,7.041514,pre-inventory
1968,SSP4-6.0,7.256009,5.410965,1.845044,5.410965,7.256009,pre-inventory
1969,SSP4-6.0,7.435615,5.509087,1.926528,5.509087,7.435615,pre-inventory
1970,SSP4-6.0,7.406667,5.543288,1.86338,4.128631,5.992011,historical
1971,SSP4-6.0,7.32706,5.506025,1.821035,4.292148,6.113183,historical
1972,SSP4-6.0,7.746901,5.786713,1.960188,4.461821,6.42201,historical
1973,SSP4-6.0,7.93557,5.909077,2.026493,4.636546,6.663039,historical
1974,SSP4-6.0,7.909792,5.864346,2.045447,4.665762,6.711209,historical
1975,SSP4-6.0,8.180647,6.142078,2.038569,4.927838,6.966407,historical
1976,SSP4-6.0,8.409326,6.272089,2.137236,5.00441,7.141646,historical
1977,SSP4-6.0,8.640444,6.419868,2.220576,5.192597,7.413173,historical
1978,SSP4-6.0,8.837869,6.587857,2.250012,5.425788,7.675801,historical
1979,SSP4-6.0,9.123756,6.792047,2.331709,5.577634,7.909343,historical
1980,SSP4-6.0,9.227259,6.967747,2.259512,5.77441,8.033922,historical
1981,SSP4-6.0,9.121125,6.926315,2.19481,5.797197,7.992008,historical
1982,SSP4-6.0,9.494516,7.182765,2.311751,5.869672,8.181423,historical
1983,SSP4-6.0,9.530293,7.310411,2.219882,6.100115,8.319998,historical
1984,SSP4-6.0,9.421164,7.258571,2.162593,6.322644,8.485237,historical
1985,SSP4-6.0,9.421444,7.289194,2.13225,6.346536,8.478786,historical
1986,SSP4-6.0,9.620413,7.448308,2.172106,6.482335,8.654441,historical
1987,SSP4-6.0,9.977117,7.708137,2.26898,6.644871,8.913851,historical
1988,SSP4-6.0,9.72272,7.584863,2.137856,6.816883,8.95474,historical
1989,SSP4-6.0,9.842472,7.66958,2.172892,6.841175,9.014068,historical
1990,SSP4-6.0,9.862304,7.706154,2.15615,6.813726,8.969876,historical
1991,SSP4-6.0,9.968817,7.756719,2.212098,6.747573,8.95967,historical
1992,SSP4-6.0,9.990076,7.718604,2.271472,6.803906,9.075378,historical
1993,SSP4-6.0,9.915094,7.785309,2.129785,6.740246,8.870031,historical
1994,SSP4-6.0,10.121031,7.873424,2.247607,6.814373,9.06198,historical
1995,SSP4-6.0,10.218834,7.998906,2.219927,7.106967,9.326894,historical
1996,SSP4-6.0,10.278763,8.018429,2.260334,7.364034,9.624368,historical
1997,SSP4-6.0,10.59022,7.909805,2.680415,7.150494,9.830909,historical
1998,SSP4-6.0,10.128407,7.853927,2.27448,7.23892,9.5134,historical
1999,SSP4-6.0,9.868586,7.791749,2.076838,7.379368,9.456205,historical
2000,SSP4-6.0,9.603187,7.589667,2.01352,7.237487,9.251007,historical
2001,SSP4-6.0,9.722247,7.703435,2.018812,7.26962,9.288433,historical
2002,SSP4-6.0,9.991772,7.895321,2.096451,7.392974,9.489426,historical
2003,SSP4-6.0,10.099787,8.059591,2.040196,7.527689,9.567885,historical
2004,SSP4-6.0,10.354571,8.244367,2.110204,7.668044,9.778248,historical
2005,SSP4-6.0,10.516571,8.377955,2.138616,7.731216,9.869832,historical
2006,SSP4-6.0,10.802562,8.551614,2.250947,7.887915,10.138862,historical
2007,SSP4-6.0,10.363481,8.224693,2.138788,8.053608,10.192396,historical
2008,SSP4-6.0,10.429681,8.461749,1.967932,8.04617,10.014103,historical
2009,SSP4-6.0,10.546742,8.610838,1.935903,8.17646,10.112364,historical
2010,SSP4-6.0,10.539817,8.60331,1.936507,8.371607,10.308114,historical
2011,SSP4-6.0,10.446428,8.496913,1.949515,8.532201,10.481716,historical
2012,SSP4-6.0,10.593898,8.637072,1.956826,8.574646,10.531472,historical
2013,SSP4-6.0,10.759047,8.792289,1.966758,8.677488,10.644245,historical
2014,SSP4-6.0,10.866284,8.912952,1.953331,8.748905,10.702236,historical
2015,SSP4-6.0,10.9,8.940608,1.959392,8.725336,10.684728,historical
2016,SSP4-6.0,10.940496,8.973824,1.966672,8.815656,10.782328,historical
2017,SSP4-6.0,10.980992,9.007041,1.973951,8.938529,10.912481,historical
2018,SSP4-6.0,11.021488,9.040257,1.981231,8.874295,10.855526,historical
2019,SSP4-6.0,11.061984,9.073474,1.988511,8.809105,10.797615,historical
2020,SSP4-6.0,11.10248,9.10669,1.99579,10.240087,12.235877,scenario
2021,SSP4-6.0,11.296244,9.265622,2.030621,10.302004,12.332626,scenario
2022,SSP4-6.0,11.490007,9.424554,2.065452,10.412386,12.477838,scenario
2023,SSP4-6.0,11.68377,9.583487,2.100283,10.614005,12.714288,scenario
2024,SSP4-6.0,11.877533,9.742419,2.135114,10.773576,12.90869,scenario
2025,SSP4-6.0,12.071296,9.901351,2.169945,10.834647,13.004593,scenario
2026,SSP4-6.0,12.265059,10.060283,2.204776,10.913767,13.118543,scenario
2027,SSP4-6.0,12.458822,10.219215,2.239607,11.011005,13.250612,scenario
2028,SSP4-6.0,12.652586,10.378147,2.274438,11.096544,13.370982,scenario
2029,SSP4-6.0,12.846349,10.53708,2.309269,11.163614,13.472883,scenario
2030,SSP4-6.0,13.040112,10.696012,2.3441,11.259274,13.603375,scenario
2031,SSP4-6.0,13.133594,10.772689,2.360905,11.362067,13.722972,scenario
2032,SSP4-6.0,13.227075,10.849366,2.377709,11.433103,13.810812,scenario
2033,SSP4-6.0,13.320557,10.926044,2.394513,11.466497,13.86101,scenario
2034,SSP4-6.0,13.414039,11.002721,2.411318,11.466497,13.877814,scenario
2035,SSP4-6.0,13.50752,11.079398,2.428122,11.461504,13.889626,scenario
2036,SSP4-6.0,13.601002,11.156076,2.444926,11.438985,13.883912,scenario
2037,SSP4-6.0,13.694484,11.232753,2.461731,11.414369,13.876099,scenario
2038,SSP4-6.0,13.787966,11.309431,2.478535,11.431165,13.9097,scenario
2039,SSP4-6.0,13.881447,11.386108,2.495339,11.466628,13.961967,scenario
2040,SSP4-6.0,13.974929,11.462785,2.512144,11.482618,13.994762,scenario
2041,SSP4-6.0,14.03389,11.511147,2.522743,11.53511,14.057853,scenario
2042,SSP4-6.0,14.09285,11.559509,2.533341,11.600968,14.134309,scenario
2043,SSP4-6.0,14.151811,11.607871,2.54394,11.656684,14.200625,scenario
2044,SSP4-6.0,14.210772,11.656233,2.554539,11.736005,14.290544,scenario
2045,SSP4-6.0,14.269732,11.704594,2.565138,11.819193,14.384331,scenario
2046,SSP4-6.0,14.328693,11.752956,2.575737,11.911768,14.487505,scenario
2047,SSP4-6.0,14.387653,11.801318,2.586335,11.94599,14.532326,scenario
2048,SSP4-6.0,14.446614,11.84968,2.596934,11.986985,14.583919,scenario
2049,SSP4-6.0,14.505575,11.898042,2.607533,12.139677,14.74721,scenario
2050,SSP4-6.0,14.564535,11.946404,2.618132,12.394183,15.012315,scenario
2051,SSP4-6.0,14.607449,11.981603,2.625846,13.037131,15.662977,scenario
2052,SSP4-6.0,14.650362,12.016802,2.63356,13.922532,16.556092,scenario
2053,SSP4-6.0,14.693275,12.052001,2.641274,14.28127,16.922544,scenario
2054,SSP4-6.0,14.736188,12.0872,2.648988,14.406975,17.055963,scenario
2055,SSP4-6.0,14.779101,12.122399,2.656702,14.566918,17.22362,scenario
2056,SSP4-6.0,14.822014,12.157598,2.664416,14.724397,17.388814,scenario
2057,SSP4-6.0,14.864928,12.192797,2.672131,14.859063,17.531194,scenario
2058,SSP4-6.0,14.907841,12.227996,2.679845,14.946334,17.626178,scenario
2059,SSP4-6.0,14.950754,12.263195,2.687559,15.022352,17.709911,scenario
2060,SSP4-6.0,14.993667,12.298394,2.695273,15.090819,17.786092,scenario
2061,SSP4-6.0,15.020088,12.320066,2.700022,15.163424,17.863446,scenario
2062,SSP4-6.0,15.04651,12.341738,2.704772,15.273777,17.978549,scenario
2063,SSP4-6.0,15.072931,12.363409,2.709521,15.336942,18.046464,scenario
2064,SSP4-6.0,15.099352,12.385081,2.714271,15.432514,18.146785,scenario
2065,SSP4-6.0,15.125773,12.406753,2.71902,15.543525,18.262545,scenario
2066,SSP4-6.0,15.152194,12.428425,2.72377,15.672512,18.396282,scenario
2067,SSP4-6.0,15.178616,12.450096,2.728519,15.779841,18.50836,scenario
2068,SSP4-6.0,15.205037,12.471768,2.733269,15.909799,18.643068,scenario
2069,SSP4-6.0,15.231458,12.49344,2.738018,16.013562,18.75158,scenario
2070,SSP4-6.0,15.257879,12.515111,2.742768,16.106441,18.849209,scenario
2071,SSP4-6.0,15.271732,12.526474,2.745258,16.234262,18.97952,scenario
2072,SSP4-6.0,15.285584,12.537836,2.747748,16.347414,19.095162,scenario
2073,SSP4-6.0,15.299437,12.549198,2.750238,16.482465,19.232703,scenario
2074,SSP4-6.0,15.313289,12.560561,2.752728,16.592452,19.34518,scenario
2075,SSP4-6.0,15.327141,12.571923,2.755218,16.716137,19.471356,scenario
2076,SSP4-6.0,15.340994,12.583285,2.757709,16.804249,19.561957,scenario
2077,SSP4-6.0,15.354846,12.594648,2.760199,16.866904,19.627103,scenario
2078,SSP4-6.0,15.368699,12.60601,2.762689,16.896239,19.658927,scenario
2079,SSP4-6.0,15.382551,12.617372,2.765179,16.896016,19.661195,scenario
2080,SSP4-6.0,15.396403,12.628734,2.767669,16.894583,19.662252,scenario
2081,SSP4-6.0,15.424459,12.651747,2.772712,16.883182,19.655894,scenario
2082,SSP4-6.0,15.452515,12.674759,2.777756,16.8928,19.670556,scenario
2083,SSP4-6.0,15.48057,12.697771,2.782799,16.882788,19.665587,scenario
2084,SSP4-6.0,15.508626,12.720784,2.787842,16.860927,19.648769,scenario
2085,SSP4-6.0,15.536682,12.743796,2.792886,16.836705,19.62959,scenario
2086,SSP4-6.0,15.564737,12.766808,2.797929,16.834286,19.632215,scenario
2087,SSP4-6.0,15.592793,12.789821,2.802972,16.842546,19.645518,scenario
2088,SSP4-6.0,15.620848,12.812833,2.808015,16.874889,19.682905,scenario
2089,SSP4-6.0,15.648904,12.835845,2.813059,16.89481,19.707868,scenario
2090,SSP4-6.0,15.67696,12.858858,2.818102,16.967524,19.785626,scenario
2091,SSP4-6.0,15.710239,12.886155,2.824084,17.022896,19.846981,scenario
2092,SSP4-6.0,15.743519,12.913452,2.830067,17.077398,19.907465,scenario
2093,SSP4-6.0,15.776798,12.940749,2.836049,17.103498,19.939547,scenario
2094,SSP4-6.0,15.810078,12.968046,2.842031,17.087257,19.929289,scenario
2095,SSP4-6.0,15.843357,12.995343,2.848014,17.048955,19.896969,scenario
2096,SSP4-6.0,15.876636,13.02264,2.853996,17.01286,19.866856,scenario
2097,SSP4-6.0,15.909916,13.049937,2.859978,16.99595,19.855928,scenario
2098,SSP4-6.0,15.943195,13.077235,2.865961,16.974895,19.840856,scenario
2099,SSP4-6.0,15.976475,13.104532,2.871943,17.025312,19.897255,scenario
2100,SSP4-6.0,16.009754,13.131829,2.877925,17.058339,19.936265,scenario
1900,SSP5-8.5,1.356163,1.189643,0.16652,1.189643,1.356163,pre-inventory
1901,SSP5-8.5,1.369103,1.197525,0.171579,1.197525,1.369103,pre-inventory
1902,SSP5-8.5,1.384515,1.208382,0.176133,1.208382,1.384515,pre-inventory
1903,SSP5-8.5,1.399355,1.21679,0.182566,1.21679,1.399355,pre-inventory
1904,SSP5-8.5,1.415598,1.227676,0.187922,1.227676,1.415598,pre-inventory
1905,SSP5-8.5,1.432563,1.237013,0.19555,1.237013,1.432563,pre-inventory
1906,SSP5-8.5,1.449952,1.247545,0.202407,1.247545,1.449952,pre-inventory
1907,SSP5-8.5,1.466752,1.25822,0.208532,1.25822,1.466752,pre-inventory
1908,SSP5-8.5,1.483125,1.269081,0.214044,1.269081,1.483125,pre-inventory
1909,SSP5-8.5,1.499101,1.279904,0.219197,1.279904,1.499101,pre-inventory
1910,SSP5-8.5,1.515945,1.289783,0.226162,1.289783,1.515945,pre-inventory
1911,SSP5-8.5,1.533706,1.305656,0.22805,1.305656,1.533706,pre-inventory
1912,SSP5-8.5,1.559234,1.325697,0.233537,1.325697,1.559234,pre-inventory
1913,SSP5-8.5,1.589117,1.351338,0.237779,1.351338,1.589117,pre-inventory
1914,SSP5-8.5,1.621623,1.380529,0.241094,1.380529,1.621623,pre-inventory
1915,SSP5-8.5,1.656958,1.412406,0.244552,1.412406,1.656958,pre-inventory
1916,SSP5-8.5,1.693364,1.443675,0.249689,1.443675,1.693364,pre-inventory
1917,SSP5-8.5,1.728659,1.476542,0.252116,1.476542,1.728659,pre-inventory
1918,SSP5-8.5,1.761607,1.506138,0.25547,1.506138,1.761607,pre-inventory
1919,SSP5-8.5,1.79147,1.53294,0.25853,1.53294,1.79147,pre-inventory
1920,SSP5-8.5,1.818808,1.556377,0.262431,1.556377,1.818808,pre-inventory
1921,SSP5-8.5,1.843607,1.576792,0.266815,1.576792,1.843607,pre-inventory
1922,SSP5-8.5,1.867742,1.598084,0.269658,1.598084,1.867742,pre-inventory
1923,SSP5-8.5,1.893417,1.618957,0.27446,1.618957,1.893417,pre-inventory
1924,SSP5-8.5,1.920281,1.642291,0.27799,1.642291,1.920281,pre-inventory
1925,SSP5-8.5,1.944747,1.66233,0.282417,1.66233,1.944747,pre-inventory
1926,SSP5-8.5,1.968033,1.682936,0.285097,1.682936,1.968033,pre-inventory
1927,SSP5-8.5,1.990269,1.700611,0.289658,1.700611,1.990269,pre-inventory
1928,SSP5-8.5,2.010725,1.717144,0.293581,1.717144,2.010725,pre-inventory
1929,SSP5-8.5,2.028075,1.731912,0.296162,1.731912,2.028075,pre-inventory
1930,SSP5-8.5,2.043068,1.742334,0.300733,1.742334,2.043068,pre-inventory
1931,SSP5-8.5,2.053984,1.750697,0.303287,1.750697,2.053984,pre-inventory
1932,SSP5-8.5,2.064649,1.755452,0.309197,1.755452,2.064649,pre-inventory
1933,SSP5-8.5,2.07356,1.758047,0.315513,1.758047,2.07356,pre-inventory
1934,SSP5-8.5,2.083435,1.75784,0.325594,1.75784,2.083435,pre-inventory
1935,SSP5-8.5,2.093473,1.756532,0.336941,1.756532,2.093473,pre-inventory
1936,SSP5-8.5,2.103273,1.756404,0.346869,1.756404,2.103273,pre-inventory
1937,SSP5-8.5,2.115584,1.756268,0.359315,1.756268,2.115584,pre-inventory
1938,SSP5-8.5,2.129098,1.758643,0.370454,1.758643,2.129098,pre-inventory
1939,SSP5-8.5,2.147484,1.764251,0.383233,1.764251,2.147484,pre-inventory
1940,SSP5-8.5,2.167532,1.771817,0.395715,1.771817,2.167532,pre-inventory
1941,SSP5-8.5,2.24212,1.832546,0.409574,1.832546,2.24212,pre-inventory
1942,SSP5-8.5,2.403564,1.973902,0.429662,1.973902,2.403564,pre-inventory
1943,SSP5-8.5,2.636053,2.179616,0.456437,2.179616,2.636053,pre-inventory
1944,SSP5-8.5,2.912497,2.430879,0.481618,2.430879,2.912497,pre-inventory
1945,SSP5-8.5,3.215873,2.703676,0.512197,2.703676,3.215873,pre-inventory
1946,SSP5-8.5,3.522872,2.980032,0.54284,2.980032,3.522872,pre-inventory
1947,SSP5-8.5,3.815764,3.238734,0.577029,3.238734,3.815764,pre-inventory
1948,SSP5-8.5,4.068702,3.461908,0.606794,3.461908,4.068702,pre-inventory
1949,SSP5-8.5,4.264104,3.628919,0.635185,3.628919,4.264104,pre-inventory
1950,SSP5-8.5,4.378499,3.718148,0.66035,3.718148,4.378499,pre-inventory
1951,SSP5-8.5,4.44758,3.758339,0.689241,3.758339,4.44758,pre-inventory
1952,SSP5-8.5,4.514631,3.791693,0.722938,3.791693,4.514631,pre-inventory
1953,SSP5-8.5,4.585339,3.817763,0.767575,3.817763,4.585339,pre-inventory
1954,SSP5-8.5,4.658919,3.843738,0.81518,3.843738,4.658919,pre-inventory
1955,SSP5-8.5,4.738574,3.867767,0.870807,3.867767,4.738574,pre-inventory
1956,SSP5-8.5,4.819785,3.895597,0.924188,3.895597,4.819785,pre-inventory
1957,SSP5-8.5,4.906312,3.922005,0.984307,3.922005,4.906312,pre-inventory
1958,SSP5-8.5,5.002815,3.957337,1.045478,3.957337,5.002815,pre-inventory
1959,SSP5-8.5,5.106722,4.003444,1.103278,4.003444,5.106722,pre-inventory
1960,SSP5-8.5,5.222367,4.057507,1.16486,4.057507,5.222367,pre-inventory
1961,SSP5-8.5,5.570292,4.340348,1.229945,4.340348,5.570292,pre-inventory
1962,SSP5-8.5,5.779895,4.475612,1.304283,4.475612,5.779895,pre-inventory
1963,SSP5-8.5,5.976277,4.587625,1.388652,4.587625,5.976277,pre-inventory
1964,SSP5-8.5,6.199344,4.720826,1.478518,4.720826,6.199344,pre-inventory
1965,SSP5-8.5,6.46556,4.894107,1.571453,4.894107,6.46556,pre-inventory
1966,SSP5-8.5,6.773508,5.106725,1.666782,5.106725,6.773508,pre-inventory
1967,SSP5-8.5,7.041514,5.281761,1.759753,5.281761,7.041514,pre-inventory
1968,SSP5-8.5,7.256009,5.410965,1.845044,5.410965,7.256009,pre-inventory
1969,SSP5-8.5,7.435615,5.509087,1.926528,5.509087,7.435615,pre-inventory
1970,SSP5-8.5,7.406667,5.543288,1.86338,4.128631,5.992011,historical
1971,SSP5-8.5,7.32706,5.506025,1.821035,4.292148,6.113183,historical
1972,SSP5-8.5,7.746901,5.786713,1.960188,4.461821,6.42201,historical
1973,SSP5-8.5,7.93557,5.909077,2.026493,4.636546,6.663039,historical
1974,SSP5-8.5,7.909792,5.864346,2.045447,4.665762,6.711209,historical
1975,SSP5-8.5,8.180647,6.142078,2.038569,4.927838,6.966407,historical
1976,SSP5-8.5,8.409326,6.272089,2.137236,5.00441,7.141646,historical
1977,SSP5-8.5,8.640444,6.419868,2.220576,5.192597,7.413173,historical
1978,SSP5-8.5,8.837869,6.587857,2.250012,5.425788,7.675801,historical
1979,SSP5-8.5,9.123756,6.792047,2.331709,5.577634,7.909343,historical
1980,SSP5-8.5,9.227259,6.967747,2.259512,5.77441,8.033922,historical
1981,SSP5-8.5,9.121125,6.926315,2.19481,5.797197,7.992008,historical
1982,SSP5-8.5,9.494516,7.182765,2.311751,5.869672,8.181423,historical
1983,SSP5-8.5,9.530293,7.310411,2.219882,6.100115,8.319998,historical
1984,SSP5-8.5,9.421164,7.258571,2.162593,6.322644,8.485237,historical
1985,SSP5-8.5,9.421444,7.289194,2.13225,6.346536,8.478786,historical
1986,SSP5-8.5,9.620413,7.448308,2.172106,6.482335,8.654441,historical
1987,SSP5-8.5,9.977117,7.708137,2.26898,6.644871,8.913851,historical
1988,SSP5-8.5,9.72272,7.584863,2.137856,6.816883,8.95474,historical
1989,SSP5-8.5,9.842472,7.66958,2.172892,6.841175,9.014068,historical
1990,SSP5-8.5,9.862304,7.706154,2.15615,6.813726,8.969876,historical
1991,SSP5-8.5,9.968817,7.756719,2.212098,6.747573,8.95967,historical
1992,SSP5-8.5,9.990076,7.718604,2.271472,6.803906,9.075378,historical
1993,SSP5-8.5,9.915094,7.785309,2.129785,6.740246,8.870031,historical
1994,SSP5-8.5,10.121031,7.873424,2.247607,6.814373,9.06198,historical
1995,SSP5-8.5,10.218834,7.998906,2.219927,7.106967,9.326894,historical
1996,SSP5-8.5,10.278763,8.018429,2.260334,7.364034,9.624368,historical
1997,SSP5-8.5,10.59022,7.909805,2.680415,7.150494,9.830909,historical
1998,SSP5-8.5,10.128407,7.853927,2.27448,7.23892,9.5134,historical
1999,SSP5-8.5,9.868586,7.791749,2.076838,7.379368,9.456205,historical
2000,SSP5-8.5,9.603187,7.589667,2.01352,7.237487,9.251007,historical
2001,SSP5-8.5,9.722247,7.703435,2.018812,7.26962,9.288433,historical
2002,SSP5-8.5,9.991772,7.895321,2.096451,7.392974,9.489426,historical
2003,SSP5-8.5,10.099787,8.059591,2.040196,7.527689,9.567885,historical
2004,SSP5-8.5,10.354571,8.244367,2.110204,7.668044,9.778248,historical
2005,SSP5-8.5,10.516571,8.377955,2.138616,7.731216,9.869832,historical
2006,SSP5-8.5,10.802562,8.551614,2.250947,7.887915,10.138862,historical
2007,SSP5-8.5,10.363481,8.224693,2.138788,8.053608,10.192396,historical
2008,SSP5-8.5,10.429681,8.461749,1.967932,8.04617,10.014103,historical
2009,SSP5-8.5,10.546742,8.610838,1.935903,8.17646,10.112364,historical
2010,SSP5-8.5,10.539817,8.60331,1.936507,8.371607,10.308114,historical
2011,SSP5-8.5,10.446428,8.496913,1.949515,8.532201,10.481716,historical
2012,SSP5-8.5,10.593898,8.637072,1.956826,8.574646,10.531472,historical
2013,SSP5-8.5,10.759047,8.792289,1.966758,8.677488,10.644245,historical
2014,SSP5-8.5,10.866284,8.912952,1.953331,8.748905,10.702236,historical
2015,SSP5-8.5,10.9,8.940608,1.959392,8.725336,10.684728,historical
2016,SSP5-8.5,11.066534,9.077206,1.989329,8.815656,10.804985,historical
2017,SSP5-8.5,11.233069,9.213804,2.019265,8.938529,10.957794,historical
2018,SSP5-8.5,11.399603,9.350402,2.049201,8.874295,10.923496,historical
2019,SSP5-8.5,11.566137,9.487,2.079138,8.809105,10.888242,historical
2020,SSP5-8.5,11.732672,9.623598,2.109074,10.298155,12.407229,scenario
2021,SSP5-8.5,11.824081,9.698575,2.125506,10.586312,12.711818,scenario
2022,SSP5-8.5,11.91549,9.773553,2.141937,10.920047,13.061984,scenario
2023,SSP5-8.5,12.0069,9.848531,2.158369,11.254154,13.412523,scenario
2024,SSP5-8.5,12.098309,9.923508,2.174801,11.513003,13.687804,scenario
2025,SSP5-8.5,12.189718,9.998486,2.191233,11.774485,13.965718,scenario
2026,SSP5-8.5,12.281128,10.073463,2.207665,12.039411,14.247076,scenario
2027,SSP5-8.5,12.372537,10.148441,2.224097,12.387625,14.611721,scenario
2028,SSP5-8.5,12.463946,10.223418,2.240528,12.689689,14.930218,scenario
2029,SSP5-8.5,12.555356,10.298396,2.25696,12.925138,15.182098,scenario
2030,SSP5-8.5,12.646765,10.373373,2.273392,13.202465,15.475857,scenario
2031,SSP5-8.5,12.720075,10.433504,2.28657,13.505323,15.791894,scenario
2032,SSP5-8.5,12.793384,10.493636,2.299748,13.832511,16.13226,scenario
2033,SSP5-8.5,12.866693,10.553767,2.312926,14.146873,16.4598,scenario
2034,SSP5-8.5,12.940003,10.613898,2.326105,14.414731,16.740835,scenario
2035,SSP5-8.5,13.013312,10.67403,2.339283,14.671789,17.011072,scenario
2036,SSP5-8.5,13.086622,10.734161,2.352461,14.965149,17.31761,scenario
2037,SSP5-8.5,13.159931,10.794292,2.365639,15.26861,17.634249,scenario
2038,SSP5-8.5,13.233241,10.854423,2.378817,15.596717,17.975535,scenario
2039,SSP5-8.5,13.30655,10.914555,2.391995,15.989147,18.381142,scenario
2040,SSP5-8.5,13.37986,10.974686,2.405174,16.425059,18.830233,scenario
2041,SSP5-8.5,13.359001,10.957577,2.401424,16.547349,18.948773,scenario
2042,SSP5-8.5,13.338142,10.940468,2.397674,16.969876,19.36755,scenario
2043,SSP5-8.5,13.317283,10.923358,2.393925,17.434525,19.82845,scenario
2044,SSP5-8.5,13.296424,10.906249,2.390175,17.618905,20.009081,scenario
2045,SSP5-8.5,13.275566,10.88914,2.386426,17.733213,20.119639,scenario
