Year,Scenario,RCMIP_total,RCMIP_agri,RCMIP_nonagri,Our_agri,New_total,Period
2046,SSP5-8.5,13.254707,10.872031,2.382676,17.973458,20.356134,scenario
2047,SSP5-8.5,13.233848,10.854922,2.378926,18.178227,20.557153,scenario
2048,SSP5-8.5,13.212989,10.837812,2.375177,18.289732,20.664909,scenario
2049,SSP5-8.5,13.19213,10.820703,2.371427,18.540233,20.91166,scenario
2050,SSP5-8.5,13.171271,10.803594,2.367678,18.823481,21.191159,scenario
2051,SSP5-8.5,13.197793,10.825348,2.372445,19.211911,21.584356,scenario
2052,SSP5-8.5,13.224314,10.847102,2.377213,19.51522,21.892432,scenario
2053,SSP5-8.5,13.250836,10.868856,2.38198,19.725343,22.107323,scenario
2054,SSP5-8.5,13.277357,10.89061,2.386748,20.084991,22.471739,scenario
2055,SSP5-8.5,13.303879,10.912364,2.391515,20.518616,22.910131,scenario
2056,SSP5-8.5,13.3304,10.934117,2.396283,20.819807,23.216089,scenario
2057,SSP5-8.5,13.356922,10.955871,2.40105,21.116968,23.518018,scenario
2058,SSP5-8.5,13.383443,10.977625,2.405818,21.399171,23.804988,scenario
2059,SSP5-8.5,13.409965,10.999379,2.410585,21.564896,23.975481,scenario
2060,SSP5-8.5,13.436486,11.021133,2.415353,21.688368,24.10372,scenario
2061,SSP5-8.5,13.436251,11.020941,2.415311,21.840475,24.255786,scenario
2062,SSP5-8.5,13.436016,11.020748,2.415268,21.955855,24.371124,scenario
2063,SSP5-8.5,13.435782,11.020555,2.415226,22.085355,24.500581,scenario
2064,SSP5-8.5,13.435547,11.020363,2.415184,22.338086,24.75327,scenario
2065,SSP5-8.5,13.435312,11.02017,2.415142,22.537006,24.952148,scenario
2066,SSP5-8.5,13.435077,11.019978,2.4151,22.687793,25.102893,scenario
2067,SSP5-8.5,13.434842,11.019785,2.415057,22.812494,25.227551,scenario
2068,SSP5-8.5,13.434608,11.019592,2.415015,22.867955,25.28297,scenario
2069,SSP5-8.5,13.434373,11.0194,2.414973,22.875868,25.290841,scenario
2070,SSP5-8.5,13.434138,11.019207,2.414931,22.950163,25.365094,scenario
2071,SSP5-8.5,13.439556,11.023651,2.415905,22.995628,25.411532,scenario
2072,SSP5-8.5,13.444974,11.028095,2.416879,22.932829,25.349707,scenario
2073,SSP5-8.5,13.450391,11.032539,2.417852,23.020261,25.438113,scenario
2074,SSP5-8.5,13.455809,11.036983,2.418826,23.041654,25.46048,scenario
2075,SSP5-8.5,13.461227,11.041427,2.4198,23.005435,25.425235,scenario
2076,SSP5-8.5,13.466645,11.045871,2.420774,22.892184,25.312958,scenario
2077,SSP5-8.5,13.472063,11.050315,2.421748,22.797332,25.21908,scenario
2078,SSP5-8.5,13.477481,11.054759,2.422722,22.72356,25.146282,scenario
2079,SSP5-8.5,13.482899,11.059203,2.423696,22.665156,25.088852,scenario
2080,SSP5-8.5,13.488316,11.063647,2.42467,22.601898,25.026568,scenario
2081,SSP5-8.5,13.461883,11.041965,2.419918,22.547808,24.967726,scenario
2082,SSP5-8.5,13.435449,11.020282,2.415166,22.477211,24.892378,scenario
2083,SSP5-8.5,13.409015,10.9986,2.410415,22.401836,24.81225,scenario
2084,SSP5-8.5,13.382581,10.976918,2.405663,22.361471,24.767134,scenario
2085,SSP5-8.5,13.356147,10.955236,2.400911,22.267016,24.667927,scenario
2086,SSP5-8.5,13.329714,10.933554,2.396159,22.216052,24.612211,scenario
2087,SSP5-8.5,13.30328,10.911872,2.391408,22.152603,24.544011,scenario
2088,SSP5-8.5,13.276846,10.89019,2.386656,22.102141,24.488796,scenario
2089,SSP5-8.5,13.250412,10.868508,2.381904,22.074469,24.456373,scenario
2090,SSP5-8.5,13.223978,10.846826,2.377152,22.030752,24.407904,scenario
2091,SSP5-8.5,13.174082,10.805899,2.368183,22.002267,24.37045,scenario
2092,SSP5-8.5,13.124185,10.764972,2.359213,21.962307,24.321521,scenario
2093,SSP5-8.5,13.074288,10.724045,2.350244,21.942895,24.293139,scenario
2094,SSP5-8.5,13.024392,10.683117,2.341274,21.891323,24.232598,scenario
2095,SSP5-8.5,12.974495,10.64219,2.332305,21.828406,24.160711,scenario
2096,SSP5-8.5,12.924598,10.601263,2.323336,21.768155,24.09149,scenario
2097,SSP5-8.5,12.874702,10.560336,2.314366,21.673423,23.98779,scenario
2098,SSP5-8.5,12.824805,10.519409,2.305397,21.576242,23.881639,scenario
2099,SSP5-8.5,12.774909,10.478481,2.296427,21.413556,23.709983,scenario
2100,SSP5-8.5,12.725012,10.437554,2.287458,21.24519,23.532647,scenario
