Year,Scenario,RCMIP_total,RCMIP_agri,RCMIP_nonagri,Our_agri,New_total,Period
1973,SSP4-6.0,260.2947,106.1796,154.1151,127.6056,281.7208,historical
1974,SSP4-6.0,261.8083,108.2931,153.5151,129.8488,283.364,historical
1975,SSP4-6.0,263.0585,110.2379,152.8206,132.0014,284.822,historical
1976,SSP4-6.0,269.9482,110.796,159.1522,133.0099,292.1621,historical
1977,SSP4-6.0,274.0302,111.3999,162.6303,133.3877,296.018,historical
1978,SSP4-6.0,276.3334,111.7208,164.6125,133.5503,298.1628,historical
1979,SSP4-6.0,281.6001,112.0222,169.5778,134.0645,303.6424,historical
1980,SSP4-6.0,283.3465,113.6601,169.6864,135.8232,305.5096,historical
1981,SSP4-6.0,279.7894,114.5643,165.2251,136.7831,302.0082,historical
1982,SSP4-6.0,287.6693,114.9702,172.6991,137.6218,310.3209,historical
1983,SSP4-6.0,281.6177,115.4985,166.1192,138.5616,304.6808,historical
1984,SSP4-6.0,285.003,116.4066,168.5965,139.445,308.0414,historical
1985,SSP4-6.0,285.6753,116.733,168.9423,139.8991,308.8414,historical
1986,SSP4-6.0,290.8084,117.5181,173.2904,141.5479,314.8383,historical
1987,SSP4-6.0,295.0485,117.158,177.8905,141.6273,319.5178,historical
1988,SSP4-6.0,298.6855,118.3806,180.3049,143.0542,323.359,historical
1989,SSP4-6.0,302.1642,120.0724,182.0917,145.4304,327.5222,historical
1990,SSP4-6.0,305.2726,120.409,184.8636,146.0773,330.9409,historical
1991,SSP4-6.0,318.7312,120.2794,198.4518,146.2509,344.7028,historical
1992,SSP4-6.0,299.4018,119.7356,179.6662,148.4015,328.0676,historical
1993,SSP4-6.0,299.4425,118.1333,181.3092,147.8261,329.1353,historical
1994,SSP4-6.0,310.2518,118.6557,191.5962,149.3679,340.9641,historical
1995,SSP4-6.0,305.4096,119.328,186.0816,151.1373,337.2189,historical
1996,SSP4-6.0,307.2912,118.8719,188.4193,152.3267,340.7461,historical
1997,SSP4-6.0,331.2889,118.4494,212.8396,148.9078,361.7474,historical
1998,SSP4-6.0,315.3326,118.3672,196.9654,150.139,347.1044,historical
1999,SSP4-6.0,309.4084,119.4249,189.9835,151.8472,341.8307,historical
2000,SSP4-6.0,310.1868,119.3578,190.829,151.9043,342.7333,historical
2001,SSP4-6.0,312.8964,119.7599,193.1364,151.308,344.4445,historical
2002,SSP4-6.0,322.2788,120.3197,201.9591,151.528,353.4872,historical
2003,SSP4-6.0,328.1242,121.9676,206.1566,152.484,358.6406,historical
2004,SSP4-6.0,338.9418,123.6469,215.2949,154.7041,369.9989,historical
2005,SSP4-6.0,346.3956,125.8662,220.5294,156.8305,377.3599,historical
2006,SSP4-6.0,356.4697,127.142,229.3277,158.3196,387.6473,historical
2007,SSP4-6.0,355.0226,128.6569,226.3657,159.0516,385.4173,historical
2008,SSP4-6.0,360.4917,129.8157,230.676,160.9045,391.5805,historical
2009,SSP4-6.0,364.2004,130.9118,233.2885,161.1583,394.4469,historical
2010,SSP4-6.0,370.8963,132.1431,238.7532,161.7131,400.4663,historical
2011,SSP4-6.0,372.6577,133.3789,239.2788,162.4034,401.6822,historical
2012,SSP4-6.0,380.8098,134.961,245.8488,163.641,409.4898,historical
2013,SSP4-6.0,381.5944,136.2992,245.2952,164.3492,409.6444,historical
2014,SSP4-6.0,387.8735,137.7245,250.149,165.2998,415.4488,historical
2015,SSP4-6.0,388.0728,139.2718,248.801,165.9855,414.7865,historical
2016,SSP4-6.0,396.9777,141.4716,255.5061,167.4459,422.952,historical
2017,SSP4-6.0,405.8827,143.6715,262.2112,168.0758,430.287,historical
2018,SSP4-6.0,414.7876,145.8713,268.9163,168.9484,437.8647,historical
2019,SSP4-6.0,423.6926,148.0712,275.6214,169.0419,444.6633,historical
2020,SSP4-6.0,432.5975,150.271,282.3265,147.6745,430.0011,scenario
2021,SSP4-6.0,437.1027,153.0848,284.018,149.4715,433.4895,scenario
2022,SSP4-6.0,441.608,155.8985,285.7095,151.4796,437.1891,scenario
2023,SSP4-6.0,446.1132,158.7122,287.4009,153.4333,440.8343,scenario
2024,SSP4-6.0,450.6184,161.526,289.0924,155.276,444.3684,scenario
2025,SSP4-6.0,455.1236,164.3397,290.7839,157.0087,447.7925,scenario
2026,SSP4-6.0,459.6288,167.1535,292.4753,159.1001,451.5755,scenario
2027,SSP4-6.0,464.134,169.9672,294.1668,161.0397,455.2064,scenario
2028,SSP4-6.0,468.6392,172.781,295.8583,162.6002,458.4585,scenario
2029,SSP4-6.0,473.1444,175.5947,297.5497,164.0885,461.6382,scenario
2030,SSP4-6.0,477.6496,178.4084,299.2412,165.4271,464.6683,scenario
2031,SSP4-6.0,480.6821,181.0065,299.6755,167.1603,466.8358,scenario
2032,SSP4-6.0,483.7145,183.6046,300.1099,168.4685,468.5784,scenario
2033,SSP4-6.0,486.7469,186.2027,300.5442,169.659,470.2032,scenario
2034,SSP4-6.0,489.7794,188.8008,300.9786,170.1834,471.1619,scenario
2035,SSP4-6.0,492.8118,191.3989,301.4129,170.805,472.2179,scenario
2036,SSP4-6.0,495.8442,193.997,301.8472,170.9691,472.8164,scenario
2037,SSP4-6.0,498.8766,196.5951,302.2816,171.465,473.7466,scenario
2038,SSP4-6.0,501.9091,199.1932,302.7159,171.8275,474.5434,scenario
2039,SSP4-6.0,504.9415,201.7912,303.1503,172.0003,475.1506,scenario
2040,SSP4-6.0,507.9739,204.3893,303.5846,172.8069,476.3915,scenario
2041,SSP4-6.0,509.4338,207.1265,302.3073,173.7618,476.0691,scenario
2042,SSP4-6.0,510.8937,209.8637,301.0299,174.8413,475.8713,scenario
2043,SSP4-6.0,512.3535,212.6009,299.7526,176.031,475.7836,scenario
2044,SSP4-6.0,513.8134,215.3381,298.4753,177.0129,475.4881,scenario
2045,SSP4-6.0,515.2732,218.0753,297.1979,178.1822,475.3802,scenario
2046,SSP4-6.0,516.7331,220.8125,295.9206,179.6845,475.6051,scenario
2047,SSP4-6.0,518.193,223.5497,294.6433,181.5139,476.1571,scenario
2048,SSP4-6.0,519.6528,226.2869,293.3659,183.0854,476.4513,scenario
2049,SSP4-6.0,521.1127,229.0241,292.0886,189.1981,481.2867,scenario
2050,SSP4-6.0,522.5725,231.7613,290.8112,200.8041,491.6154,scenario
2051,SSP4-6.0,523.4919,233.8724,289.6196,235.1726,524.7922,scenario
2052,SSP4-6.0,524.4114,235.9834,288.4279,280.2064,568.6344,scenario
2053,SSP4-6.0,525.3308,238.0945,287.2363,299.2694,586.5057,scenario
2054,SSP4-6.0,526.2502,240.2056,286.0446,304.1816,590.2262,scenario
2055,SSP4-6.0,527.1696,242.3167,284.8529,310.9407,595.7936,scenario
2056,SSP4-6.0,528.089,244.4278,283.6613,316.8502,600.5114,scenario
2057,SSP4-6.0,529.0084,246.5388,282.4696,321.842,604.3116,scenario
2058,SSP4-6.0,529.9279,248.6499,281.2779,326.1871,607.465,scenario
2059,SSP4-6.0,530.8473,250.761,280.0863,329.4606,609.5468,scenario
2060,SSP4-6.0,531.7667,252.8721,278.8946,333.4344,612.329,scenario
2061,SSP4-6.0,531.6412,254.8133,276.8279,337.7374,614.5653,scenario
2062,SSP4-6.0,531.5157,256.7546,274.7611,341.9315,616.6926,scenario
2063,SSP4-6.0,531.3902,258.6959,272.6943,346.5852,619.2796,scenario
2064,SSP4-6.0,531.2647,260.6372,270.6276,351.3047,621.9323,scenario
2065,SSP4-6.0,531.1392,262.5784,268.5608,355.6366,624.1974,scenario
2066,SSP4-6.0,531.0137,264.5197,266.4941,361.1189,627.6129,scenario
2067,SSP4-6.0,530.8883,266.461,264.4273,366.5575,630.9847,scenario
2068,SSP4-6.0,530.7628,268.4022,262.3605,372.3238,634.6844,scenario
2069,SSP4-6.0,530.6373,270.3435,260.2938,376.6068,636.9006,scenario
2070,SSP4-6.0,530.5118,272.2848,258.227,380.5527,638.7797,scenario
2071,SSP4-6.0,529.2006,273.9468,255.2538,385.6313,640.8851,scenario
2072,SSP4-6.0,527.8894,275.6088,252.2806,390.2066,642.4872,scenario
2073,SSP4-6.0,526.5782,277.2708,249.3074,395.8217,645.1291,scenario
2074,SSP4-6.0,525.267,278.9328,246.3342,397.6969,644.0311,scenario
2075,SSP4-6.0,523.9559,280.5949,243.361,401.3109,644.6719,scenario
2076,SSP4-6.0,522.6447,282.2569,240.3878,403.145,643.5328,scenario
2077,SSP4-6.0,521.3335,283.9189,237.4146,403.0082,640.4228,scenario
2078,SSP4-6.0,520.0223,285.5809,234.4414,403.4811,637.9225,scenario
2079,SSP4-6.0,518.7111,287.2429,231.4682,402.9115,634.3796,scenario
2080,SSP4-6.0,517.3999,288.905,228.495,402.3327,630.8276,scenario
2081,SSP4-6.0,515.9256,289.8714,226.0542,402.1218,628.176,scenario
2082,SSP4-6.0,514.4512,290.8379,223.6134,401.4887,625.1021,scenario
2083,SSP4-6.0,512.9769,291.8043,221.1726,401.1004,622.273,scenario
2084,SSP4-6.0,511.5025,292.7708,218.7318,400.545,619.2768,scenario
2085,SSP4-6.0,510.0282,293.7372,216.2909,399.9436,616.2346,scenario
2086,SSP4-6.0,508.5538,294.7037,213.8501,399.6468,613.4969,scenario
2087,SSP4-6.0,507.0795,295.6701,211.4093,399.0735,610.4828,scenario
2088,SSP4-6.0,505.6051,296.6366,208.9685,398.6488,607.6173,scenario
2089,SSP4-6.0,504.1308,297.6031,206.5277,398.216,604.7437,scenario
2090,SSP4-6.0,502.6564,298.5695,204.0869,399.5583,603.6452,scenario
2091,SSP4-6.0,501.5542,299.4306,202.1236,400.1174,602.2411,scenario
2092,SSP4-6.0,500.452,300.2917,200.1603,400.9397,601.1,scenario
2093,SSP4-6.0,499.3499,301.1528,198.1971,400.8704,599.0675,scenario
2094,SSP4-6.0,498.2477,302.0139,196.2338,400.4771,596.7109,scenario
2095,SSP4-6.0,497.1455,302.875,194.2705,399.9254,594.1959,scenario
2096,SSP4-6.0,496.0433,303.7361,192.3072,399.6119,591.9191,scenario
2097,SSP4-6.0,494.9411,304.5972,190.3439,399.1768,589.5207,scenario
2098,SSP4-6.0,493.8389,305.4583,188.3806,398.7946,587.1752,scenario
2099,SSP4-6.0,492.7367,306.3194,186.4173,398.418,584.8354,scenario
2100,SSP4-6.0,491.6345,307.1805,184.454,397.219,581.6731,scenario
1900,SSP5-8.5,87.6133,45.61,42.0033,45.61,87.6133,pre-inventory
1901,SSP5-8.5,88.3912,45.7357,42.6554,45.7357,88.3912,pre-inventory
1902,SSP5-8.5,89.2628,45.8615,43.4014,45.8615,89.2628,pre-inventory
1903,SSP5-8.5,89.8907,45.9872,43.9035,45.9872,89.8907,pre-inventory
1904,SSP5-8.5,91.3567,46.113,45.2438,46.113,91.3567,pre-inventory
1905,SSP5-8.5,92.4013,46.2387,46.1626,46.2387,92.4013,pre-inventory
1906,SSP5-8.5,93.25,46.3645,46.8855,46.3645,93.25,pre-inventory
1907,SSP5-8.5,94.5608,46.4902,48.0706,46.4902,94.5608,pre-inventory
1908,SSP5-8.5,95.7124,46.616,49.0964,46.616,95.7124,pre-inventory
1909,SSP5-8.5,96.4667,46.7417,49.725,46.7417,96.4667,pre-inventory
1910,SSP5-8.5,97.7719,46.8675,50.9044,46.8675,97.7719,pre-inventory
1911,SSP5-8.5,98.4294,47.7362,50.6932,47.7362,98.4294,pre-inventory
1912,SSP5-8.5,99.2661,48.6049,50.6612,48.6049,99.2661,pre-inventory
1913,SSP5-8.5,100.6126,49.4736,51.1389,49.4736,100.6126,pre-inventory
1914,SSP5-8.5,102.2841,50.3424,51.9417,50.3424,102.2841,pre-inventory
1915,SSP5-8.5,103.0579,51.2111,51.8468,51.2111,103.0579,pre-inventory
1916,SSP5-8.5,104.0889,52.0798,52.0091,52.0798,104.0889,pre-inventory
1917,SSP5-8.5,105.4397,52.9486,52.4912,52.9486,105.4397,pre-inventory
1918,SSP5-8.5,106.7459,53.8173,52.9287,53.8173,106.7459,pre-inventory
1919,SSP5-8.5,108.0951,54.686,53.4091,54.686,108.0951,pre-inventory
1920,SSP5-8.5,109.1336,55.5547,53.5789,55.5547,109.1336,pre-inventory
1921,SSP5-8.5,109.8093,55.9964,53.813,55.9964,109.8093,pre-inventory
1922,SSP5-8.5,110.4858,56.438,54.0478,56.438,110.4858,pre-inventory
1923,SSP5-8.5,112.2536,56.8797,55.3739,56.8797,112.2536,pre-inventory
1924,SSP5-8.5,112.6335,57.3213,55.3122,57.3213,112.6335,pre-inventory
1925,SSP5-8.5,113.6704,57.763,55.9075,57.763,113.6704,pre-inventory
1926,SSP5-8.5,114.5456,58.2046,56.341,58.2046,114.5456,pre-inventory
1927,SSP5-8.5,115.7475,58.6463,57.1012,58.6463,115.7475,pre-inventory
1928,SSP5-8.5,116.7959,59.0879,57.7079,59.0879,116.7959,pre-inventory
1929,SSP5-8.5,118.02,59.5296,58.4904,59.5296,118.02,pre-inventory
1930,SSP5-8.5,119.6702,59.9712,59.699,59.9712,119.6702,pre-inventory
1931,SSP5-8.5,119.9075,60.2175,59.69,60.2175,119.9075,pre-inventory
1932,SSP5-8.5,121.422,60.4639,60.9581,60.4639,121.422,pre-inventory
1933,SSP5-8.5,122.3438,60.7102,61.6336,60.7102,122.3438,pre-inventory
1934,SSP5-8.5,123.9533,60.9565,62.9968,60.9565,123.9533,pre-inventory
1935,SSP5-8.5,124.8946,61.2028,63.6918,61.2028,124.8946,pre-inventory
1936,SSP5-8.5,126.4647,61.4491,65.0156,61.4491,126.4647,pre-inventory
1937,SSP5-8.5,127.1823,61.6954,65.4869,61.6954,127.1823,pre-inventory
1938,SSP5-8.5,127.9054,61.9417,65.9636,61.9417,127.9054,pre-inventory
1939,SSP5-8.5,129.5014,62.1881,67.3133,62.1881,129.5014,pre-inventory
1940,SSP5-8.5,130.135,62.4344,67.7006,62.4344,130.135,pre-inventory
1941,SSP5-8.5,132.2181,63.5923,68.6257,63.5923,132.2181,pre-inventory
1942,SSP5-8.5,134.706,64.7503,69.9557,64.7503,134.706,pre-inventory
1943,SSP5-8.5,136.6297,65.9083,70.7214,65.9083,136.6297,pre-inventory
1944,SSP5-8.5,138.9311,67.0663,71.8648,67.0663,138.9311,pre-inventory
1945,SSP5-8.5,141.023,68.2242,72.7987,68.2242,141.023,pre-inventory
1946,SSP5-8.5,142.7064,69.3822,73.3242,69.3822,142.7064,pre-inventory
1947,SSP5-8.5,144.7945,70.5402,74.2543,70.5402,144.7945,pre-inventory
1948,SSP5-8.5,147.272,71.6981,75.5739,71.6981,147.272,pre-inventory
1949,SSP5-8.5,150.2157,72.8561,77.3596,72.8561,150.2157,pre-inventory
1950,SSP5-8.5,152.201,74.0141,78.1869,74.0141,152.201,pre-inventory
1951,SSP5-8.5,155.2719,75.8182,79.4537,75.8182,155.2719,pre-inventory
1952,SSP5-8.5,160.5734,77.6224,82.951,77.6224,160.5734,pre-inventory
1953,SSP5-8.5,165.6818,79.4265,86.2553,79.4265,165.6818,pre-inventory
1954,SSP5-8.5,170.371,81.2307,89.1403,81.2307,170.371,pre-inventory
1955,SSP5-8.5,174.7404,83.0349,91.7056,83.0349,174.7404,pre-inventory
1956,SSP5-8.5,180.6711,84.839,95.8321,84.839,180.6711,pre-inventory
1957,SSP5-8.5,186.0556,86.6432,99.4124,86.6432,186.0556,pre-inventory
1958,SSP5-8.5,188.3855,88.4473,99.9382,88.4473,188.3855,pre-inventory
1959,SSP5-8.5,192.6868,90.2515,102.4353,90.2515,192.6868,pre-inventory
1960,SSP5-8.5,197.2611,92.0556,105.2055,92.0556,197.2611,pre-inventory
1961,SSP5-8.5,205.1383,93.0013,112.137,93.0013,205.1383,pre-inventory
1962,SSP5-8.5,207.2123,93.947,113.2653,93.947,207.2123,pre-inventory
1963,SSP5-8.5,216.1923,94.8926,121.2996,94.8926,216.1923,pre-inventory
1964,SSP5-8.5,216.5562,95.8383,120.7179,95.8383,216.5562,pre-inventory
1965,SSP5-8.5,222.6664,96.784,125.8824,96.784,222.6664,pre-inventory
1966,SSP5-8.5,226.3107,97.7297,128.581,97.7297,226.3107,pre-inventory
1967,SSP5-8.5,232.3331,98.6753,133.6578,98.6753,232.3331,pre-inventory
1968,SSP5-8.5,235.3354,99.621,135.7144,99.621,235.3354,pre-inventory
1969,SSP5-8.5,239.1849,100.5667,138.6182,100.5667,239.1849,pre-inventory
1970,SSP5-8.5,244.4184,101.5123,142.906,122.2769,265.1829,historical
1971,SSP5-8.5,249.2895,103.4339,145.8556,124.5772,270.4328,historical
1972,SSP5-8.5,257.2102,104.4808,152.7295,125.9501,278.6795,historical
1973,SSP5-8.5,260.2947,106.1796,154.1151,127.6056,281.7208,historical
1974,SSP5-8.5,261.8083,108.2931,153.5151,129.8488,283.364,historical
1975,SSP5-8.5,263.0585,110.2379,152.8206,132.0014,284.822,historical
1976,SSP5-8.5,269.9482,110.796,159.1522,133.0099,292.1621,historical
1977,SSP5-8.5,274.0302,111.3999,162.6303,133.3877,296.018,historical
1978,SSP5-8.5,276.3334,111.7208,164.6125,133.5503,298.1628,historical
1979,SSP5-8.5,281.6001,112.0222,169.5778,134.0645,303.6424,historical
1980,SSP5-8.5,283.3465,113.6601,169.6864,135.8232,305.5096,historical
1981,SSP5-8.5,279.7894,114.5643,165.2251,136.7831,302.0082,historical
1982,SSP5-8.5,287.6693,114.9702,172.6991,137.6218,310.3209,historical
1983,SSP5-8.5,281.6177,115.4985,166.1192,138.5616,304.6808,historical
1984,SSP5-8.5,285.003,116.4066,168.5965,139.445,308.0414,historical
1985,SSP5-8.5,285.6753,116.733,168.9423,139.8991,308.8414,historical
1986,SSP5-8.5,290.8084,117.5181,173.2904,141.5479,314.8383,historical
1987,SSP5-8.5,295.0485,117.158,177.8905,141.6273,319.5178,historical
1988,SSP5-8.5,298.6855,118.3806,180.3049,143.0542,323.359,historical
1989,SSP5-8.5,302.1642,120.0724,182.0917,145.4304,327.5222,historical
1990,SSP5-8.5,305.2726,120.409,184.8636,146.0773,330.9409,historical
1991,SSP5-8.5,318.7312,120.2794,198.4518,146.2509,344.7028,historical
1992,SSP5-8.5,299.4018,119.7356,179.6662,148.4015,328.0676,historical
1993,SSP5-8.5,299.4425,118.1333,181.3092,147.8261,329.1353,historical
1994,SSP5-8.5,310.2518,118.6557,191.5962,149.3679,340.9641,historical
1995,SSP5-8.5,305.4096,119.328,186.0816,151.1373,337.2189,historical
1996,SSP5-8.5,307.2912,118.8719,188.4193,152.3267,340.7461,historical
1997,SSP5-8.5,331.2889,118.4494,212.8396,148.9078,361.7474,historical
1998,SSP5-8.5,315.3326,118.3672,196.9654,150.139,347.1044,historical
1999,SSP5-8.5,309.4084,119.4249,189.9835,151.8472,341.8307,historical
2000,SSP5-8.5,310.1868,119.3578,190.829,151.9043,342.7333,historical
2001,SSP5-8.5,312.8964,119.7599,193.1364,151.308,344.4445,historical
2002,SSP5-8.5,322.2788,120.3197,201.9591,151.528,353.4872,historical
2003,SSP5-8.5,328.1242,121.9676,206.1566,152.484,358.6406,historical
2004,SSP5-8.5,338.9418,123.6469,215.2949,154.7041,369.9989,historical
2005,SSP5-8.5,346.3956,125.8662,220.5294,156.8305,377.3599,historical
2006,SSP5-8.5,356.4697,127.142,229.3277,158.3196,387.6473,historical
2007,SSP5-8.5,355.0226,128.6569,226.3657,159.0516,385.4173,historical
2008,SSP5-8.5,360.4917,129.8157,230.676,160.9045,391.5805,historical
2009,SSP5-8.5,364.2004,130.9118,233.2885,161.1583,394.4469,historical
2010,SSP5-8.5,370.8963,132.1431,238.7532,161.7131,400.4663,historical
2011,SSP5-8.5,372.6577,133.3789,239.2788,162.4034,401.6822,historical
2012,SSP5-8.5,380.8098,134.961,245.8488,163.641,409.4898,historical
2013,SSP5-8.5,381.5944,136.2992,245.2952,164.3492,409.6444,historical
2014,SSP5-8.5,387.8735,137.7245,250.149,165.2998,415.4488,historical
2015,SSP5-8.5,388.0728,139.2718,248.801,165.9855,414.7865,historical
2016,SSP5-8.5,389.9511,141.9217,248.0294,167.4459,415.4753,historical
2017,SSP5-8.5,391.8294,144.5716,247.2578,168.0758,415.3336,historical
2018,SSP5-8.5,393.7078,147.2215,246.4862,168.9484,415.4346,historical
2019,SSP5-8.5,395.5861,149.8714,245.7146,169.0419,414.7565,historical
2020,SSP5-8.5,397.4644,152.5213,244.9431,147.6851,392.6281,scenario
2021,SSP5-8.5,403.1647,155.5706,247.5941,150.1317,397.7258,scenario
2022,SSP5-8.5,408.865,158.6199,250.2452,152.2645,402.5096,scenario
2023,SSP5-8.5,414.5653,161.6691,252.8962,155.1392,408.0354,scenario
2024,SSP5-8.5,420.2657,164.7184,255.5472,157.7315,413.2788,scenario
2025,SSP5-8.5,425.966,167.7677,258.1983,160.3609,418.5592,scenario
2026,SSP5-8.5,431.6663,170.817,260.8493,163.6055,424.4548,scenario
2027,SSP5-8.5,437.3666,173.8662,263.5004,168.9384,432.4388,scenario
2028,SSP5-8.5,443.0669,176.9155,266.1514,172.913,439.0644,scenario
2029,SSP5-8.5,448.7672,179.9648,268.8025,175.9776,444.7801,scenario
2030,SSP5-8.5,454.4676,183.014,271.4535,178.6638,450.1173,scenario
2031,SSP5-8.5,463.2501,185.6047,277.6454,182.6424,460.2878,scenario
2032,SSP5-8.5,472.0326,188.1953,283.8373,187.1648,471.0021,scenario
2033,SSP5-8.5,480.8151,190.7859,290.0292,191.9479,481.9771,scenario
2034,SSP5-8.5,489.5976,193.3765,296.2211,196.6761,492.8973,scenario
2035,SSP5-8.5,498.3801,195.9671,302.413,201.5691,503.9821,scenario
2036,SSP5-8.5,507.1627,198.5578,308.6049,207.3318,515.9367,scenario
2037,SSP5-8.5,515.9452,201.1484,314.7968,213.9536,528.7504,scenario
2038,SSP5-8.5,524.7277,203.739,320.9887,220.525,541.5137,scenario
2039,SSP5-8.5,533.5102,206.3296,327.1806,226.9504,554.131,scenario
2040,SSP5-8.5,542.2927,208.9202,333.3725,233.5132,566.8857,scenario
2041,SSP5-8.5,547.0932,209.717,337.3762,238.1502,575.5264,scenario
2042,SSP5-8.5,551.8937,210.5139,341.3799,257.3144,598.6943,scenario
2043,SSP5-8.5,556.6942,211.3107,345.3835,276.9666,622.3502,scenario
2044,SSP5-8.5,561.4947,212.1075,349.3872,284.5466,633.9338,scenario
2045,SSP5-8.5,566.2952,212.9043,353.3909,289.2144,642.6053,scenario
2046,SSP5-8.5,571.0957,213.7011,357.3946,297.1197,654.5143,scenario
2047,SSP5-8.5,575.8962,214.4979,361.3982,307.0267,668.4249,scenario
2048,SSP5-8.5,580.6967,215.2947,365.4019,310.9073,676.3092,scenario
2049,SSP5-8.5,585.4971,216.0916,369.4056,317.6794,687.085,scenario
2050,SSP5-8.5,590.2976,216.8884,373.4093,326.7549,700.1642,scenario
2051,SSP5-8.5,591.0589,216.7044,374.3545,341.3563,715.7108,scenario
2052,SSP5-8.5,591.8201,216.5204,375.2998,353.7395,729.0393,scenario
2053,SSP5-8.5,592.5814,216.3364,376.245,361.2338,737.4788,scenario
2054,SSP5-8.5,593.3427,216.1524,377.1902,379.0252,756.2154,scenario
2055,SSP5-8.5,594.1039,215.9684,378.1355,400.1184,778.2539,scenario
2056,SSP5-8.5,594.8652,215.7844,379.0807,413.4548,792.5356,scenario
2057,SSP5-8.5,595.6264,215.6004,380.026,426.3304,806.3564,scenario
2058,SSP5-8.5,596.3877,215.4165,380.9712,438.7243,819.6955,scenario
2059,SSP5-8.5,597.1489,215.2325,381.9165,444.0109,825.9274,scenario
2060,SSP5-8.5,597.9102,215.0485,382.8617,448.79,831.6517,scenario
2061,SSP5-8.5,597.832,214.2321,383.5999,454.0004,837.6003,scenario
2062,SSP5-8.5,597.7538,213.4157,384.3381,459.3014,843.6395,scenario
2063,SSP5-8.5,597.6756,212.5993,385.0764,463.4867,848.5631,scenario
2064,SSP5-8.5,597.5975,211.7829,385.8146,473.2518,859.0663,scenario
2065,SSP5-8.5,597.5193,210.9665,386.5528,481.869,868.4217,scenario
2066,SSP5-8.5,597.4411,210.1501,387.291,489.5402,876.8312,scenario
2067,SSP5-8.5,597.3629,209.3337,388.0292,496.5751,884.6043,scenario
2068,SSP5-8.5,597.2848,208.5173,388.7674,500.5507,889.3182,scenario
2069,SSP5-8.5,597.2066,207.7009,389.5056,502.6042,892.1098,scenario
2070,SSP5-8.5,597.1284,206.8845,390.2439,508.334,898.5778,scenario
2071,SSP5-8.5,594.3135,205.5811,388.7323,510.9254,899.6577,scenario
2072,SSP5-8.5,591.4985,204.2777,387.2208,511.7259,898.9467,scenario
2073,SSP5-8.5,588.6836,202.9743,385.7093,512.4056,898.1149,scenario
2074,SSP5-8.5,585.8687,201.6709,384.1977,512.3257,896.5234,scenario
2075,SSP5-8.5,583.0537,200.3675,382.6862,510.9469,893.6331,scenario
2076,SSP5-8.5,580.2388,199.0641,381.1747,509.3362,890.5109,scenario
2077,SSP5-8.5,577.4239,197.7607,379.6631,508.9218,888.5849,scenario
2078,SSP5-8.5,574.6089,196.4573,378.1516,509.4609,887.6125,scenario
2079,SSP5-8.5,571.794,195.1539,376.6401,511.0755,887.7156,scenario
2080,SSP5-8.5,568.979,193.8505,375.1285,512.942,888.0706,scenario
2081,SSP5-8.5,563.4142,191.8797,371.5346,514.947,886.4816,scenario
2082,SSP5-8.5,557.8494,189.9088,367.9406,517.6342,885.5748,scenario
2083,SSP5-8.5,552.2846,187.9379,364.3466,518.7673,883.1139,scenario
2084,SSP5-8.5,546.7198,185.9671,360.7527,518.6583,879.411,scenario
2085,SSP5-8.5,541.1549,183.9962,357.1587,518.3216,875.4803,scenario
2086,SSP5-8.5,535.5901,182.0254,353.5647,518.0063,871.571,scenario
2087,SSP5-8.5,530.0253,180.0545,349.9708,517.5937,867.5644,scenario
2088,SSP5-8.5,524.4605,178.0837,346.3768,517.5541,863.9309,scenario
2089,SSP5-8.5,518.8956,176.1128,342.7828,518.2858,861.0686,scenario
2090,SSP5-8.5,513.3308,174.1419,339.1889,518.8845,858.0734,scenario
2091,SSP5-8.5,510.2123,171.648,338.5643,519.5292,858.0935,scenario
2092,SSP5-8.5,507.0938,169.1541,337.9396,519.9881,857.9277,scenario
2093,SSP5-8.5,503.9752,166.6602,337.315,520.622,857.937,scenario
2094,SSP5-8.5,500.8567,164.1663,336.6904,520.7851,857.4755,scenario
2095,SSP5-8.5,497.7382,161.6724,336.0658,520.7754,856.8412,scenario
2096,SSP5-8.5,494.6196,159.1784,335.4412,520.5584,855.9996,scenario
2097,SSP5-8.5,491.5011,156.6845,334.8166,520.9767,855.7933,scenario
2098,SSP5-8.5,488.3826,154.1906,334.1919,520.6001,854.792,scenario
2099,SSP5-8.5,485.264,151.6967,333.5673,519.3169,852.8842,scenario
2100,SSP5-8.5,482.1455,149.2028,332.9427,517.8294,850.7721,scenario
