1850	284.478
1851	284.4842
1852	284.4904
1853	284.4966
1854	284.50280000000004
1855	284.509
1856	284.5152
1857	284.5214
1858	284.5276
1859	284.53380000000004
1860	284.54
1861	284.562
1862	284.584
1863	284.606
1864	284.628
1865	284.65
1866	284.672
1867	284.694
1868	284.716
1869	284.738
1870	284.76
1871	284.7381
1872	284.7162
1873	284.6943
1874	284.6724
1875	284.65049999999997
1876	284.6286
1877	284.6067
1878	284.5848
1879	284.5629
1880	284.541
1881	284.7915
1882	285.042
1883	285.2925
1884	285.543
1885	285.7935
1886	286.044
1887	286.29449999999997
1888	286.545
1889	286.7955
1890	287.046
1891	287.0213
1892	286.9966
1893	286.9719
1894	286.9472
1895	286.9225
1896	286.89779999999996
1897	286.87309999999997
1898	286.84839999999997
1899	286.8237
1900	286.799
1901	286.96709999999996
1902	287.1352
1903	287.3033
1904	287.4714
1905	287.6395
1906	287.8076
1907	287.9757
1908	288.1438
1909	288.31190000000004
1910	288.48
1911	289.0691
1912	289.6582
1913	290.2473
1914	290.8364
1915	291.4255
1916	292.0146
1917	292.6037
1918	293.1928
1919	293.7819
1920	294.371
1921	294.7957
1922	295.2204
1923	295.64509999999996
1924	296.0698
1925	296.4945
1926	296.9192
1927	297.34389999999996
1928	297.7686
1929	298.1933
1930	298.618
1931	299.1663
1932	299.7146
1933	300.2629
1934	300.8112
1935	301.3595
1936	301.9078
1937	302.4561
1938	303.0044
1939	303.5527
1940	304.101
1941	303.8829
1942	303.6648
1943	303.4467
1944	303.22860000000003
1945	303.0105
1946	302.7924
1947	302.5743
1948	302.3562
1949	302.1381
1950	301.92
1951	301.9821
1952	302.0442
1953	302.10630000000003
1954	302.1684
1955	302.2305
1956	302.2926
1957	302.3547
1958	302.4168
1959	302.4789
1960	302.541
1961	303.4677
1962	304.3944
1963	305.3211
1964	306.2478
1965	307.17449999999997
1966	308.1012
1967	309.0279
1968	309.95459999999997
1969	310.8813
1970	311.808
1971	313.7136
1972	315.6192
1973	317.52479999999997
1974	319.43039999999996
1975	321.336
1976	323.2416
1977	325.1472
1978	327.0528
1979	328.9584
1980	330.864
1981	332.76869999999997
1982	334.67339999999996
1983	336.5781
1984	338.4828
1985	340.3875
1986	342.2922
1987	344.19689999999997
1988	346.1016
1989	348.0063
1990	349.911
1991	351.3566
1992	352.8022
1993	354.2478
1994	355.6934
1995	357.139
1996	358.5846
1997	360.03020000000004
1998	361.4758
1999	362.9214
2000	364.367
2001	366.52320000000003
2002	368.67940000000004
2003	370.8356
2004	372.9918
2005	375.148
2006	378.1512
2007	381.1544
2008	384.1576
2009	387.1608
2010	390.164
2011	393.4745
2012	396.78499999999997
2013	400.0955
2014	403.406
2015	406.7165
2016	410.027
2017	413.3375
2018	416.648
2019	419.9585
2020	423.269
2021	426.6879
2022	430.1068
2023	433.52570000000003
2024	436.94460000000004
2025	440.36350000000004
2026	443.7824
2027	447.2013
2028	450.6202
2029	454.0391
2030	457.458
2031	461.012
2032	464.56600000000003
2033	468.12
2034	471.67400000000004
2035	475.228
2036	478.782
2037	482.336
2038	485.89
2039	489.444
2040	492.998
2041	496.3358
2042	499.67359999999996
2043	503.0114
2044	506.3492
2045	509.687
2046	513.0248
2047	516.3625999999999
2048	519.7004
2049	523.0382
2050	526.376
2051	528.9295999999999
2052	531.4832
2053	534.0368
2054	536.5904
2055	539.144
2056	541.6976
2057	544.2512
2058	546.8048
2059	549.3584000000001
2060	551.912
2061	553.6384
2062	555.3648000000001
2063	557.0912000000001
2064	558.8176000000001
2065	560.5440000000001
2066	562.2704
2067	563.9968
2068	565.7232
2069	567.4496
2070	569.176
2071	569.9011
2072	570.6262
2073	571.3513
2074	572.0764
2075	572.8015
2076	573.5266
2077	574.2517
2078	574.9768
2079	575.7019
2080	576.427
2081	576.4609
2082	576.4948
2083	576.5287
2084	576.5626
2085	576.5965
2086	576.6304
2087	576.6643
2088	576.6981999999999
2089	576.7321
2090	576.766
2091	577.1803
2092	577.5946
2093	578.0088999999999
2094	578.4232
2095	578.8375
2096	579.2518
2097	579.6661
2098	580.0803999999999
2099	580.4947
2100	580.909
