1850	790.979
1851	792.4061
1852	793.8332
1853	795.2603
1854	796.6874
1855	798.1145
1856	799.5416
1857	800.9687
1858	802.3958
1859	803.8229
1860	805.25
1861	806.825
1862	808.4
1863	809.975
1864	811.55
1865	813.125
1866	814.7
1867	816.275
1868	817.85
1869	819.425
1870	821.0
1871	822.6
1872	824.2
1873	825.8
1874	827.4
1875	829.0
1876	830.6
1877	832.2
1878	833.8
1879	835.4
1880	837.0
1881	838.9
1882	840.8
1883	842.7
1884	844.6
1885	846.5
1886	848.4
1887	850.3
1888	852.2
1889	854.1
1890	856.0
1891	858.35
1892	860.7
1893	863.05
1894	865.4
1895	867.75
1896	870.1
1897	872.45
1898	874.8
1899	877.15
1900	879.5
1901	883.925
1902	888.35
1903	892.775
1904	897.2
1905	901.625
1906	906.05
1907	910.475
1908	914.9
1909	919.325
1910	923.75
1911	929.15
1912	934.55
1913	939.95
1914	945.35
1915	950.75
1916	956.15
1917	961.55
1918	966.95
1919	972.35
1920	977.75
1921	983.6
1922	989.45
1923	995.3
1924	1001.15
1925	1007.0
1926	1012.85
1927	1018.7
1928	1024.55
1929	1030.4
1930	1036.25
1931	1041.45
1932	1046.65
1933	1051.85
1934	1057.05
1935	1062.25
1936	1067.45
1937	1072.65
1938	1077.85
1939	1083.05
1940	1088.25
1941	1094.15
1942	1100.05
1943	1105.95
1944	1111.85
1945	1117.75
1946	1123.65
1947	1129.55
1948	1135.45
1949	1141.35
1950	1147.25
1951	1157.225
1952	1167.2
1953	1177.175
1954	1187.15
1955	1197.125
1956	1207.1
1957	1217.075
1958	1227.05
1959	1237.025
1960	1247.0
1961	1260.875
1962	1274.75
1963	1288.625
1964	1302.5
1965	1316.375
1966	1330.25
1967	1344.125
1968	1358.0
1969	1371.875
1970	1385.75
1971	1401.95
1972	1418.15
1973	1434.35
1974	1450.55
1975	1466.75
1976	1482.95
1977	1499.15
1978	1515.35
1979	1531.55
1980	1547.75
1981	1562.338
1982	1576.926
1983	1591.5140000000001
1984	1606.102
1985	1620.69
1986	1635.278
1987	1649.866
1988	1664.4540000000002
1989	1679.0420000000001
1990	1693.63
1991	1699.3693
1992	1705.1086
1993	1710.8479
1994	1716.5872
1995	1722.3265000000001
1996	1728.0658
1997	1733.8051
1998	1739.5444
1999	1745.2837
2000	1751.023
2001	1751.5654
2002	1752.1078
2003	1752.6501999999998
2004	1753.1925999999999
2005	1753.735
2006	1756.7256
2007	1759.7162
2008	1762.7068
2009	1765.6974
2010	1768.688
2011	1770.3983
2012	1772.1086
2013	1773.8189
2014	1775.5292
2015	1777.2395000000001
2016	1778.9498
2017	1780.6601
2018	1782.3704
2019	1784.0807
2020	1785.791
2021	1786.8043
2022	1787.8175999999999
2023	1788.8309
2024	1789.8442
2025	1790.8575
2026	1791.8708
2027	1792.8841
2028	1793.8974
2029	1794.9107
2030	1795.924
2031	1800.3967
2032	1804.8694
2033	1809.3421
2034	1813.8148
2035	1818.2875
2036	1822.7602
2037	1827.2329
2038	1831.7056
2039	1836.1783
2040	1840.651
2041	1846.0709000000002
2042	1851.4908
2043	1856.9107
2044	1862.3306
2045	1867.7505
2046	1873.1704
2047	1878.5902999999998
2048	1884.0102
2049	1889.4301
2050	1894.85
2051	1899.3040999999998
2052	1903.7582
2053	1908.2123
2054	1912.6664
2055	1917.1205
2056	1921.5746
2057	1926.0287
2058	1930.4828
2059	1934.9369000000002
2060	1939.391
2061	1941.6345000000001
2062	1943.8780000000002
2063	1946.1215
2064	1948.365
2065	1950.6085
2066	1952.852
2067	1955.0955000000001
2068	1957.339
2069	1959.5825
2070	1961.826
2071	1959.66
2072	1957.494
2073	1955.328
2074	1953.162
2075	1950.996
2076	1948.83
2077	1946.664
2078	1944.498
2079	1942.3319999999999
2080	1940.166
2081	1928.0636
2082	1915.9612
2083	1903.8588
2084	1891.7564
2085	1879.654
2086	1867.5516
2087	1855.4492
2088	1843.3468
2089	1831.2444
2090	1819.142
2091	1802.1674
2092	1785.1928
2093	1768.2182
2094	1751.2436
2095	1734.269
2096	1717.2944
2097	1700.3198
2098	1683.3452
2099	1666.3706
2100	1649.396
