1850	284.48
1851	284.48
1852	284.49
1853	284.5
1854	284.5
1855	284.51
1856	284.52
1857	284.52
1858	284.53
1859	284.53
1860	284.54
1861	284.56
1862	284.58
1863	284.61
1864	284.63
1865	284.65
1866	284.67
1867	284.69
1868	284.72
1869	284.74
1870	284.76
1871	284.74
1872	284.72
1873	284.69
1874	284.67
1875	284.65
1876	284.63
1877	284.61
1878	284.58
1879	284.56
1880	284.54
1881	284.79
1882	285.04
1883	285.29
1884	285.54
1885	285.79
1886	286.04
1887	286.29
1888	286.54
1889	286.8
1890	287.05
1891	287.02
1892	287.0
1893	286.97
1894	286.95
1895	286.92
1896	286.9
1897	286.87
1898	286.85
1899	286.82
1900	286.8
1901	286.97
1902	287.14
1903	287.3
1904	287.47
1905	287.64
1906	287.81
1907	287.98
1908	288.14
1909	288.31
1910	288.48
1911	289.07
1912	289.66
1913	290.25
1914	290.84
1915	291.43
1916	292.01
1917	292.6
1918	293.19
1919	293.78
1920	294.37
1921	294.8
1922	295.22
1923	295.65
1924	296.07
1925	296.49
1926	296.92
1927	297.34
1928	297.77
1929	298.19
1930	298.62
1931	299.17
1932	299.71
1933	300.26
1934	300.81
1935	301.36
1936	301.91
1937	302.46
1938	303.0
1939	303.55
1940	304.1
1941	303.88
1942	303.66
1943	303.45
1944	303.23
1945	303.01
1946	302.79
1947	302.57
1948	302.36
1949	302.14
1950	301.92
1951	301.98
1952	302.04
1953	302.11
1954	302.17
1955	302.23
1956	302.29
1957	302.35
1958	302.42
1959	302.48
1960	302.54
1961	303.47
1962	304.39
1963	305.32
1964	306.25
1965	307.17
1966	308.1
1967	309.03
1968	309.95
1969	310.88
1970	311.81
1971	313.71
1972	315.62
1973	317.52
1974	319.43
1975	321.34
1976	323.24
1977	325.15
1978	327.05
1979	328.96
1980	330.86
1981	332.77
1982	334.67
1983	336.58
1984	338.48
1985	340.39
1986	342.29
1987	344.2
1988	346.1
1989	348.01
1990	349.91
1991	351.36
1992	352.8
1993	354.25
1994	355.69
1995	357.14
1996	358.58
1997	360.03
1998	361.48
1999	362.92
2000	364.37
2001	366.94
2002	369.52
2003	372.09
2004	374.67
2005	377.25
2006	379.82
2007	382.4
2008	384.97
2009	387.55
2010	390.12
2011	393.46
2012	396.79
2013	400.13
2014	403.46
2015	406.79
2016	410.13
2017	413.46
2018	416.8
2019	420.13
2020	423.46
2021	425.63
2022	427.8
2023	429.97
2024	432.14
2025	434.31
2026	436.48
2027	438.65
2028	440.82
2029	442.98
2030	445.15
2031	446.24
2032	447.32
2033	448.4
2034	449.48
2035	450.57
2036	451.65
2037	452.73
2038	453.81
2039	454.9
2040	455.98
2041	455.93
2042	455.87
2043	455.82
2044	455.76
2045	455.71
2046	455.66
2047	455.6
2048	455.55
2049	455.49
2050	455.44
2051	454.68
2052	453.92
2053	453.16
2054	452.4
2055	451.64
2056	450.88
2057	450.12
2058	449.36
2059	448.59
2060	447.83
2061	447.18
2062	446.54
2063	445.89
2064	445.24
2065	444.59
2066	443.94
2067	443.29
2068	442.64
2069	441.99
2070	441.34
2071	440.86
2072	440.37
2073	439.88
2074	439.4
2075	438.91
2076	438.42
2077	437.94
2078	437.45
2079	436.96
2080	436.48
2081	435.97
2082	435.47
2083	434.97
2084	434.47
2085	433.97
2086	433.47
2087	432.97
2088	432.47
2089	431.97
2090	431.47
2091	431.02
2092	430.57
2093	430.12
2094	429.67
2095	429.22
2096	428.77
2097	428.32
2098	427.86
2099	427.41
2100	426.96
